,Motorrad (R),LKW (S),LKW (R),Transporter (S),Kleintransporter (R),Kleintransporter (S),PKW (S),Fahrräder,Motorrad (S),PKW (R),Transporter (R)
2023-02-23 01:50:00+00:00,,0,,1,,0,2,1,1,,
2023-02-23 02:00:00+00:00,,0,,1,,0,0,0,0,,
2023-02-23 02:10:00+00:00,,0,,1,,0,1,0,0,,
2023-02-23 02:20:00+00:00,,0,,1,,0,1,0,0,,
2023-02-23 02:30:00+00:00,,0,,2,,0,0,0,0,,
2023-02-23 02:40:00+00:00,,0,,0,,0,0,0,0,,
2023-02-23 02:50:00+00:00,,0,,0,,0,0,0,0,,
2023-02-23 03:00:00+00:00,,0,,2,,0,0,4,0,,
2023-02-23 03:10:00+00:00,,0,,0,,0,3,0,0,,
2023-02-23 03:20:00+00:00,,0,,0,,0,0,0,0,,
2023-02-23 03:30:00+00:00,,0,,0,,0,2,1,0,,
2023-02-23 03:40:00+00:00,,0,,0,,0,1,1,0,,
2023-02-23 03:50:00+00:00,,0,,3,,0,0,1,1,,
2023-02-23 04:00:00+00:00,,0,,3,,0,2,2,1,,
2023-02-23 04:10:00+00:00,,0,,4,,0,3,0,3,,
2023-02-23 04:20:00+00:00,,0,,2,,0,4,0,0,,
2023-02-23 04:30:00+00:00,,0,,3,,0,13,1,0,,
2023-02-23 04:40:00+00:00,,0,,6,,0,13,4,2,,
2023-02-23 04:50:00+00:00,,0,,8,,0,18,5,8,,
2023-02-23 05:00:00+00:00,,0,,8,,0,18,5,4,,
2023-02-23 05:10:00+00:00,,0,,6,,0,21,7,4,,
2023-02-23 05:20:00+00:00,,0,,11,,0,26,10,5,,
2023-02-23 05:30:00+00:00,,0,,8,,0,17,6,4,,
2023-02-23 05:40:00+00:00,,0,,15,,0,32,10,3,,
2023-02-23 05:50:00+00:00,,0,,20,,0,29,11,3,,
2023-02-23 06:00:00+00:00,,0,,14,,0,31,9,1,,
2023-02-23 06:10:00+00:00,,2,,17,,0,37,9,2,,
2023-02-23 06:20:00+00:00,,0,,20,,2,38,9,8,,
2023-02-23 06:30:00+00:00,,0,,18,,0,30,13,6,,
2023-02-23 06:40:00+00:00,,0,,22,,0,31,11,2,,
2023-02-23 06:50:00+00:00,,0,,22,,0,30,18,6,,
2023-02-23 07:00:00+00:00,,0,,27,,3,44,25,2,,
2023-02-23 07:10:00+00:00,,0,,17,,0,39,21,1,,
2023-02-23 07:20:00+00:00,,0,,23,,0,30,23,7,,
2023-02-23 07:30:00+00:00,,0,,17,,0,40,34,8,,
2023-02-23 07:40:00+00:00,,0,,37,,0,40,33,3,,
2023-02-23 07:50:00+00:00,,0,,26,,0,45,22,6,,
2023-02-23 08:00:00+00:00,,1,,31,,1,33,32,7,,
2023-02-23 08:10:00+00:00,,1,,24,,0,24,28,1,,
2023-02-23 08:20:00+00:00,,1,,15,,0,51,24,1,,
2023-02-23 08:30:00+00:00,,0,,14,,0,27,14,1,,
2023-02-23 08:40:00+00:00,,4,,6,,6,28,16,2,,
2023-02-23 08:50:00+00:00,,0,,16,,0,41,12,1,,
2023-02-23 09:00:00+00:00,,1,,19,,0,38,20,9,,
2023-02-23 09:10:00+00:00,,0,,30,,0,35,25,2,,
2023-02-23 09:20:00+00:00,,0,,31,,0,40,25,1,,
2023-02-23 09:30:00+00:00,,0,,15,,0,31,15,1,,
2023-02-23 09:40:00+00:00,,0,,25,,1,24,13,1,,
2023-02-23 09:50:00+00:00,,0,,26,,0,41,17,1,,
2023-02-23 10:00:00+00:00,,0,,20,,0,40,12,4,,
2023-02-23 10:10:00+00:00,,0,,16,,0,36,12,1,,
2023-02-23 10:20:00+00:00,,0,,21,,0,35,25,2,,
2023-02-23 10:30:00+00:00,,2,,7,,2,43,13,0,,
2023-02-23 10:40:00+00:00,,0,,14,,0,21,11,1,,
2023-02-23 10:50:00+00:00,,0,,12,,0,18,9,1,,
2023-02-23 11:00:00+00:00,,0,,15,,0,52,23,6,,
2023-02-23 11:10:00+00:00,,1,,12,,1,58,17,1,,
2023-02-23 11:20:00+00:00,,0,,23,,0,26,15,0,,
2023-02-23 11:30:00+00:00,,1,,18,,2,36,14,4,,
2023-02-23 11:40:00+00:00,,1,,25,,0,34,13,1,,
2023-02-23 11:50:00+00:00,,0,,20,,0,29,16,1,,
2023-02-23 12:00:00+00:00,,1,,25,,0,15,15,1,,
2023-02-23 12:10:00+00:00,,0,,15,,0,35,18,0,,
2023-02-23 12:20:00+00:00,,1,,29,,2,56,20,5,,
2023-02-23 12:30:00+00:00,,0,,14,,0,28,14,2,,
2023-02-23 12:40:00+00:00,,4,,21,,2,34,20,3,,
2023-02-23 12:50:00+00:00,,0,,27,,0,48,18,0,,
2023-02-23 13:00:00+00:00,,1,,20,,1,34,29,0,,
2023-02-23 13:10:00+00:00,,2,,22,,0,41,17,2,,
2023-02-23 13:20:00+00:00,,0,,27,,0,38,16,0,,
2023-02-23 13:30:00+00:00,,0,,23,,0,40,14,2,,
2023-02-23 13:40:00+00:00,,0,,22,,0,42,13,1,,
2023-02-23 13:50:00+00:00,,0,,21,,0,45,18,5,,
2023-02-23 14:00:00+00:00,,0,,26,,0,45,10,2,,
2023-02-23 14:10:00+00:00,,0,,21,,0,38,16,4,,
2023-02-23 14:20:00+00:00,,1,,24,,3,44,21,2,,
2023-02-23 14:30:00+00:00,,0,,29,,0,45,16,2,,
2023-02-23 14:40:00+00:00,,0,,16,,0,38,16,2,,
2023-02-23 14:50:00+00:00,,1,,21,,0,54,22,5,,
2023-02-23 15:00:00+00:00,,4,,20,,0,46,15,5,,
2023-02-23 15:10:00+00:00,,3,,14,,0,64,13,1,,
2023-02-23 15:20:00+00:00,,0,,27,,1,42,21,0,,
2023-02-23 15:30:00+00:00,,3,,18,,3,32,29,6,,
2023-02-23 15:40:00+00:00,,4,,16,,2,47,27,5,,
2023-02-23 15:50:00+00:00,,0,,20,,0,40,18,4,,
2023-02-23 16:00:00+00:00,,2,,19,,2,42,27,5,,
2023-02-23 16:10:00+00:00,,1,,32,,0,36,23,4,,
2023-02-23 16:20:00+00:00,,1,,18,,0,43,19,3,,
2023-02-23 16:30:00+00:00,,2,,21,,0,42,22,3,,
2023-02-23 16:40:00+00:00,,0,,12,,0,39,21,5,,
2023-02-23 16:50:00+00:00,,1,,16,,1,57,29,5,,
2023-02-23 17:00:00+00:00,,2,,14,,0,39,28,4,,
2023-02-23 17:10:00+00:00,,0,,11,,0,40,25,6,,
2023-02-23 17:20:00+00:00,,0,,14,,0,46,25,4,,
2023-02-23 17:30:00+00:00,,0,,14,,0,34,20,4,,
2023-02-23 17:40:00+00:00,,0,,13,,0,51,19,3,,
2023-02-23 17:50:00+00:00,,0,,11,,0,33,18,8,,
2023-02-23 18:00:00+00:00,,2,,14,,1,30,20,5,,
2023-02-23 18:10:00+00:00,,0,,14,,0,41,15,2,,
2023-02-23 18:20:00+00:00,,1,,14,,0,33,20,5,,
2023-02-23 18:30:00+00:00,,0,,7,,0,30,24,1,,
2023-02-23 18:40:00+00:00,,2,,10,,0,23,15,4,,
2023-02-23 18:50:00+00:00,,3,,12,,0,26,21,4,,
2023-02-23 19:00:00+00:00,,0,,10,,0,27,20,4,,
2023-02-23 19:10:00+00:00,,0,,9,,0,37,14,3,,
2023-02-23 19:20:00+00:00,,0,,9,,0,33,14,1,,
2023-02-23 19:30:00+00:00,,0,,8,,0,22,16,1,,
2023-02-23 19:40:00+00:00,,0,,7,,0,27,12,2,,
2023-02-23 19:50:00+00:00,,0,,9,,0,16,12,1,,
2023-02-23 20:00:00+00:00,,0,,12,,0,32,12,1,,
2023-02-23 20:10:00+00:00,,1,,8,,0,17,14,0,,
2023-02-23 20:20:00+00:00,,0,,11,,0,10,13,2,,
2023-02-23 20:30:00+00:00,,0,,7,,0,14,11,1,,
2023-02-23 20:40:00+00:00,,0,,10,,0,17,11,1,,
2023-02-23 20:50:00+00:00,,0,,8,,0,18,9,1,,
2023-02-23 21:00:00+00:00,,0,,6,,1,14,6,0,,
2023-02-23 21:10:00+00:00,,1,,7,,0,15,11,1,,
2023-02-23 21:20:00+00:00,,0,,8,,0,20,8,1,,
2023-02-23 21:30:00+00:00,,0,,7,,0,22,6,0,,
2023-02-23 21:40:00+00:00,,0,,5,,0,16,14,3,,
2023-02-23 21:50:00+00:00,,0,,5,,0,2,3,0,,
2023-02-23 22:00:00+00:00,,0,,4,,0,15,7,2,,
2023-02-23 22:10:00+00:00,,0,,11,,0,10,3,0,,
2023-02-23 22:20:00+00:00,,0,,1,,0,4,7,2,,
2023-02-23 22:30:00+00:00,,0,,6,,0,14,6,0,,
2023-02-23 22:40:00+00:00,,0,,3,,0,4,6,0,,
2023-02-23 22:50:00+00:00,,0,,4,,0,8,9,1,,
2023-02-23 23:00:00+00:00,,0,,2,,0,5,1,0,,
2023-02-23 23:10:00+00:00,,0,,3,,0,7,2,1,,
2023-02-23 23:20:00+00:00,,0,,6,,0,4,4,0,,
2023-02-23 23:30:00+00:00,,0,,1,,0,2,6,1,,
2023-02-23 23:40:00+00:00,,0,,3,,0,3,2,1,,
2023-02-23 23:50:00+00:00,,0,,1,,0,1,1,0,,
2023-02-24 00:00:00+00:00,,0,,2,,0,3,5,1,,
2023-02-24 00:10:00+00:00,,0,,1,,0,4,0,0,,
2023-02-24 00:20:00+00:00,,0,,1,,0,2,0,0,,
2023-02-24 00:30:00+00:00,,0,,0,,0,2,1,0,,
2023-02-24 00:40:00+00:00,,0,,0,,0,2,3,0,,
2023-02-24 00:50:00+00:00,,0,,1,,0,1,1,0,,
2023-02-24 01:00:00+00:00,,0,,2,,0,1,0,0,,
2023-02-24 01:10:00+00:00,,0,,1,,0,2,2,1,,
2023-02-24 01:20:00+00:00,,0,,0,,0,0,2,0,,
2023-02-24 01:30:00+00:00,,0,,1,,0,1,0,0,,
2023-02-24 01:40:00+00:00,,0,,0,,0,1,4,0,,
2023-02-24 01:50:00+00:00,,0,,2,,0,1,0,0,,
2023-02-24 02:00:00+00:00,,0,,0,,0,2,2,0,,
2023-02-24 02:10:00+00:00,,0,,2,,0,1,1,0,,
2023-02-24 02:20:00+00:00,,0,,1,,0,3,1,0,,
2023-02-24 02:30:00+00:00,,0,,0,,0,2,1,2,,
2023-02-24 02:40:00+00:00,,0,,2,,0,0,1,0,,
2023-02-24 02:50:00+00:00,,0,,2,,0,2,1,0,,
2023-02-24 03:00:00+00:00,,0,,1,,0,1,2,0,,
2023-02-24 03:10:00+00:00,,0,,0,,0,0,2,0,,
2023-02-24 03:20:00+00:00,,0,,1,,0,4,1,0,,
2023-02-24 03:30:00+00:00,,0,,2,,0,3,1,1,,
2023-02-24 03:40:00+00:00,,0,,5,,0,5,0,0,,
2023-02-24 03:50:00+00:00,,0,,3,,0,1,4,0,,
2023-02-24 04:00:00+00:00,,0,,2,,0,4,2,0,,
2023-02-24 04:10:00+00:00,,0,,3,,0,5,0,1,,
2023-02-24 04:20:00+00:00,,0,,4,,0,5,2,1,,
2023-02-24 04:30:00+00:00,,0,,7,,0,5,3,1,,
2023-02-24 04:40:00+00:00,,0,,6,,0,28,1,1,,
2023-02-24 04:50:00+00:00,,0,,8,,0,14,6,1,,
2023-02-24 05:00:00+00:00,,0,,6,,0,17,3,0,,
2023-02-24 05:10:00+00:00,,0,,11,,0,19,9,5,,
2023-02-24 05:20:00+00:00,,0,,10,,0,17,6,4,,
2023-02-24 05:30:00+00:00,,1,,12,,0,16,4,4,,
2023-02-24 05:40:00+00:00,,2,,13,,1,19,9,3,,
2023-02-24 05:50:00+00:00,,1,,17,,0,35,14,2,,
2023-02-24 06:00:00+00:00,,3,,9,,2,26,6,2,,
2023-02-24 06:10:00+00:00,,0,,18,,0,12,7,0,,
2023-02-24 06:20:00+00:00,,0,,22,,0,22,11,8,,
2023-02-24 06:30:00+00:00,,0,,22,,0,18,15,3,,
2023-02-24 06:40:00+00:00,,0,,21,,1,30,15,4,,
2023-02-24 06:50:00+00:00,,0,,18,,0,36,18,6,,
2023-02-24 07:00:00+00:00,,0,,22,,0,36,21,5,,
2023-02-24 07:10:00+00:00,,1,,26,,0,39,21,4,,
2023-02-24 07:20:00+00:00,,0,,16,,0,30,20,5,,
2023-02-24 07:30:00+00:00,,1,,22,,0,33,31,3,,
2023-02-24 07:40:00+00:00,,1,,23,,0,40,22,3,,
2023-02-24 07:50:00+00:00,,2,,14,,0,36,16,7,,
2023-02-24 08:00:00+00:00,,1,,12,,1,27,22,4,,
2023-02-24 08:10:00+00:00,,0,,17,,0,36,27,1,,
2023-02-24 08:20:00+00:00,,0,,14,,0,31,17,2,,
2023-02-24 08:30:00+00:00,,0,,14,,0,34,4,8,,
2023-02-24 08:40:00+00:00,,1,,23,,0,24,15,4,,
2023-02-24 08:50:00+00:00,,0,,22,,0,29,13,3,,
2023-02-24 09:00:00+00:00,,2,,28,,3,31,17,2,,
2023-02-24 09:10:00+00:00,,1,,27,,1,46,15,1,,
2023-02-24 09:20:00+00:00,,0,,19,,0,34,17,4,,
2023-02-24 09:30:00+00:00,,0,,16,,1,39,14,4,,
2023-02-24 09:40:00+00:00,,1,,20,,0,31,14,5,,
2023-02-24 09:50:00+00:00,,0,,32,,0,43,17,2,,
2023-02-24 10:00:00+00:00,,0,,25,,0,26,12,2,,
2023-02-24 10:10:00+00:00,,0,,26,,2,55,12,0,,
2023-02-24 10:20:00+00:00,,1,,17,,2,45,12,0,,
2023-02-24 10:30:00+00:00,,2,,20,,0,34,11,3,,
2023-02-24 10:40:00+00:00,,4,,15,,0,53,11,1,,
2023-02-24 10:50:00+00:00,,0,,17,,0,33,10,1,,
2023-02-24 11:00:00+00:00,,0,,22,,0,40,23,1,,
2023-02-24 11:10:00+00:00,,0,,22,,0,33,14,1,,
2023-02-24 11:20:00+00:00,,0,,16,,0,23,12,1,,
2023-02-24 11:30:00+00:00,,0,,16,,0,48,16,1,,
2023-02-24 11:40:00+00:00,,0,,26,,0,36,15,0,,
2023-02-24 11:50:00+00:00,,0,,26,,0,39,13,6,,
2023-02-24 12:00:00+00:00,,1,,25,,0,32,22,1,,
2023-02-24 12:10:00+00:00,,1,,19,,1,32,17,1,,
2023-02-24 12:20:00+00:00,,2,,24,,2,27,13,3,,
2023-02-24 12:30:00+00:00,,0,,16,,0,35,15,2,,
2023-02-24 12:40:00+00:00,,0,,20,,0,53,12,1,,
2023-02-24 12:50:00+00:00,,4,,26,,1,35,26,2,,
2023-02-24 13:00:00+00:00,,2,,23,,1,39,10,0,,
2023-02-24 13:10:00+00:00,,1,,26,,0,51,20,1,,
2023-02-24 13:20:00+00:00,,2,,21,,2,33,19,2,,
2023-02-24 13:30:00+00:00,,2,,17,,0,53,18,4,,
2023-02-24 13:40:00+00:00,,0,,19,,1,52,15,0,,
2023-02-24 13:50:00+00:00,,2,,20,,2,57,14,1,,
2023-02-24 14:00:00+00:00,,3,,24,,0,40,19,3,,
2023-02-24 14:10:00+00:00,,4,,23,,0,60,15,2,,
2023-02-24 14:20:00+00:00,,1,,22,,1,59,5,2,,
2023-02-24 14:30:00+00:00,,3,,21,,0,59,13,3,,
2023-02-24 14:40:00+00:00,,0,,16,,2,71,14,1,,
2023-02-24 14:50:00+00:00,,1,,37,,0,59,18,0,,
2023-02-24 15:00:00+00:00,,0,,22,,0,55,7,4,,
2023-02-24 15:10:00+00:00,,0,,19,,0,41,13,4,,
2023-02-24 15:20:00+00:00,,3,,33,,0,53,16,1,,
2023-02-24 15:30:00+00:00,,0,,18,,1,43,11,3,,
2023-02-24 15:40:00+00:00,,0,,26,,0,46,22,2,,
2023-02-24 15:50:00+00:00,,2,,28,,1,51,19,1,,
2023-02-24 16:00:00+00:00,,0,,26,,0,39,29,0,,
2023-02-24 16:10:00+00:00,,3,,24,,2,44,10,4,,
2023-02-24 16:20:00+00:00,,0,,22,,2,42,24,0,,
2023-02-24 16:30:00+00:00,,1,,24,,3,33,19,3,,
2023-02-24 16:40:00+00:00,,0,,22,,0,47,22,3,,
2023-02-24 16:50:00+00:00,,2,,25,,2,49,18,3,,
2023-02-24 17:00:00+00:00,,2,,16,,1,30,19,2,,
2023-02-24 17:10:00+00:00,,0,,21,,1,30,14,5,,
2023-02-24 17:20:00+00:00,,1,,17,,1,62,10,2,,
2023-02-24 17:30:00+00:00,,3,,21,,1,41,18,5,,
2023-02-24 17:40:00+00:00,,0,,17,,1,30,8,2,,
2023-02-24 17:50:00+00:00,,0,,14,,1,43,25,3,,
2023-02-24 18:00:00+00:00,,2,,13,,2,36,17,7,,
2023-02-24 18:10:00+00:00,,1,,20,,0,35,18,5,,
2023-02-24 18:20:00+00:00,,2,,15,,2,35,18,1,,
2023-02-24 18:30:00+00:00,,0,,18,,1,29,20,5,,
2023-02-24 18:40:00+00:00,,1,,13,,0,29,26,1,,
2023-02-24 18:50:00+00:00,,0,,19,,1,39,16,2,,
2023-02-24 19:00:00+00:00,,0,,11,,0,33,25,4,,
2023-02-24 19:10:00+00:00,,0,,13,,3,33,13,2,,
2023-02-24 19:20:00+00:00,,0,,12,,0,27,13,1,,
2023-02-24 19:30:00+00:00,,1,,9,,1,36,16,1,,
2023-02-24 19:40:00+00:00,,1,,15,,1,19,9,3,,
2023-02-24 19:50:00+00:00,,0,,10,,0,25,12,2,,
2023-02-24 20:00:00+00:00,,0,,8,,0,25,7,0,,
2023-02-24 20:10:00+00:00,,1,,8,,1,14,8,2,,
2023-02-24 20:20:00+00:00,,0,,12,,0,22,6,3,,
2023-02-24 20:30:00+00:00,,0,,6,,0,30,12,3,,
2023-02-24 20:40:00+00:00,,0,,9,,0,19,5,1,,
2023-02-24 20:50:00+00:00,,0,,9,,0,27,11,1,,
2023-02-24 21:00:00+00:00,,0,,6,,0,17,10,4,,
2023-02-24 21:10:00+00:00,,0,,4,,0,21,8,2,,
2023-02-24 21:20:00+00:00,,0,,4,,4,23,9,1,,
2023-02-24 21:30:00+00:00,,0,,9,,0,28,12,2,,
2023-02-24 21:40:00+00:00,,0,,8,,0,28,3,4,,
2023-02-24 21:50:00+00:00,,0,,5,,1,24,8,1,,
2023-02-24 22:00:00+00:00,,0,,4,,0,23,8,1,,
2023-02-24 22:10:00+00:00,,0,,4,,0,11,4,1,,
2023-02-24 22:20:00+00:00,,0,,8,,0,8,2,1,,
2023-02-24 22:30:00+00:00,,0,,3,,0,20,5,3,,
2023-02-24 22:40:00+00:00,,0,,6,,0,13,5,1,,
2023-02-24 22:50:00+00:00,,0,,4,,0,12,6,2,,
2023-02-24 23:00:00+00:00,,0,,4,,0,12,3,1,,
2023-02-24 23:10:00+00:00,,0,,5,,0,11,1,1,,
2023-02-24 23:20:00+00:00,,0,,6,,0,13,8,2,,
2023-02-24 23:30:00+00:00,,0,,6,,0,4,6,3,,
2023-02-24 23:40:00+00:00,,0,,3,,0,12,4,1,,
2023-02-24 23:50:00+00:00,,0,,4,,0,5,2,0,,
2023-02-25 00:00:00+00:00,,3,,2,,2,6,3,1,,
2023-02-25 00:10:00+00:00,,0,,1,,1,9,1,0,,
2023-02-25 00:20:00+00:00,,0,,2,,0,2,3,0,,
2023-02-25 00:30:00+00:00,,0,,2,,0,4,1,0,,
2023-02-25 00:40:00+00:00,,0,,1,,0,10,5,2,,
2023-02-25 00:50:00+00:00,,0,,5,,0,5,3,0,,
2023-02-25 01:00:00+00:00,,0,,3,,0,5,2,0,,
2023-02-25 01:10:00+00:00,,1,,0,,0,5,2,1,,
2023-02-25 01:20:00+00:00,,0,,1,,0,3,3,0,,
2023-02-25 01:30:00+00:00,,0,,2,,0,7,0,0,,
2023-02-25 01:40:00+00:00,,0,,2,,0,3,1,1,,
2023-02-25 01:50:00+00:00,,0,,0,,0,5,1,0,,
2023-02-25 02:00:00+00:00,,0,,3,,0,1,0,0,,
2023-02-25 02:10:00+00:00,,0,,1,,0,6,1,0,,
2023-02-25 02:20:00+00:00,,0,,1,,0,3,2,0,,
2023-02-25 02:30:00+00:00,,0,,1,,0,3,0,0,,
2023-02-25 02:40:00+00:00,,0,,2,,0,1,3,0,,
2023-02-25 02:50:00+00:00,,0,,0,,0,1,2,0,,
2023-02-25 03:00:00+00:00,,0,,2,,0,1,2,0,,
2023-02-25 03:10:00+00:00,,1,,2,,0,1,0,0,,
2023-02-25 03:20:00+00:00,,0,,1,,0,1,0,0,,
2023-02-25 03:30:00+00:00,,0,,3,,0,3,1,1,,
2023-02-25 03:40:00+00:00,,0,,1,,0,5,1,0,,
2023-02-25 03:50:00+00:00,,0,,1,,0,1,0,0,,
2023-02-25 04:00:00+00:00,,0,,2,,0,1,4,0,,
2023-02-25 04:10:00+00:00,,1,,1,,0,1,0,1,,
2023-02-25 04:20:00+00:00,,0,,3,,0,3,2,0,,
2023-02-25 04:30:00+00:00,,0,,1,,0,2,1,0,,
2023-02-25 04:40:00+00:00,,0,,4,,0,2,3,1,,
2023-02-25 04:50:00+00:00,,0,,3,,0,3,2,2,,
2023-02-25 05:00:00+00:00,,0,,3,,0,4,1,0,,
2023-02-25 05:10:00+00:00,,0,,2,,0,2,1,0,,
2023-02-25 05:20:00+00:00,,0,,3,,0,6,3,1,,
2023-02-25 05:30:00+00:00,,0,,5,,0,7,2,1,,
2023-02-25 05:40:00+00:00,,0,,6,,0,3,3,2,,
2023-02-25 05:50:00+00:00,,0,,6,,0,11,2,0,,
2023-02-25 06:00:00+00:00,,0,,2,,0,4,4,0,,
2023-02-25 06:10:00+00:00,,0,,6,,0,13,2,0,,
2023-02-25 06:20:00+00:00,,0,,2,,0,3,4,3,,
2023-02-25 06:30:00+00:00,,0,,1,,0,7,2,0,,
2023-02-25 06:40:00+00:00,,1,,4,,0,8,1,1,,
2023-02-25 06:50:00+00:00,,0,,5,,0,9,5,1,,
2023-02-25 07:00:00+00:00,,0,,4,,0,13,4,1,,
2023-02-25 07:10:00+00:00,,0,,4,,0,10,9,0,,
2023-02-25 07:20:00+00:00,,3,,1,,8,10,7,1,,
2023-02-25 07:30:00+00:00,,0,,4,,0,17,11,2,,
2023-02-25 07:40:00+00:00,,0,,6,,0,9,11,3,,
2023-02-25 07:50:00+00:00,,0,,11,,0,11,10,3,,
2023-02-25 08:00:00+00:00,,0,,6,,0,15,11,4,,
2023-02-25 08:10:00+00:00,,0,,8,,0,15,6,2,,
2023-02-25 08:20:00+00:00,,0,,5,,0,25,4,2,,
2023-02-25 08:30:00+00:00,,0,,8,,0,18,11,2,,
2023-02-25 08:40:00+00:00,,0,,8,,0,16,12,0,,
2023-02-25 08:50:00+00:00,,0,,13,,0,38,13,8,,
2023-02-25 09:00:00+00:00,,0,,6,,0,24,11,3,,
2023-02-25 09:10:00+00:00,,0,,14,,0,24,13,0,,
2023-02-25 09:20:00+00:00,,1,,14,,1,32,14,3,,
2023-02-25 09:30:00+00:00,,1,,12,,0,35,12,3,,
2023-02-25 09:40:00+00:00,,3,,16,,0,40,12,2,,
2023-02-25 09:50:00+00:00,,0,,16,,0,47,14,6,,
2023-02-25 10:00:00+00:00,,2,,15,,0,40,15,1,,
2023-02-25 10:10:00+00:00,,4,,12,,1,31,11,0,,
2023-02-25 10:20:00+00:00,,1,,21,,0,51,15,3,,
2023-02-25 10:30:00+00:00,,1,,17,,0,30,10,0,,
2023-02-25 10:40:00+00:00,,0,,19,,0,50,9,3,,
2023-02-25 10:50:00+00:00,,0,,15,,0,61,19,1,,
2023-02-25 11:00:00+00:00,,0,,23,,0,37,14,2,,
2023-02-25 11:10:00+00:00,,0,,19,,0,52,12,3,,
2023-02-25 11:20:00+00:00,,0,,19,,0,28,19,0,,
2023-02-25 11:30:00+00:00,,1,,18,,0,47,8,1,,
2023-02-25 11:40:00+00:00,,2,,25,,1,38,19,1,,
2023-02-25 11:50:00+00:00,,1,,25,,0,70,14,1,,
2023-02-25 12:00:00+00:00,,0,,21,,0,41,19,1,,
2023-02-25 12:10:00+00:00,,4,,14,,2,45,13,1,,
2023-02-25 12:20:00+00:00,,1,,18,,0,33,9,2,,
2023-02-25 12:30:00+00:00,,2,,20,,1,40,14,2,,
2023-02-25 12:40:00+00:00,,0,,21,,0,49,15,1,,
2023-02-25 12:50:00+00:00,,1,,27,,2,48,11,3,,
2023-02-25 13:00:00+00:00,,0,,13,,0,51,21,3,,
2023-02-25 13:10:00+00:00,,1,,23,,4,45,9,4,,
2023-02-25 13:20:00+00:00,,0,,24,,0,42,13,2,,
2023-02-25 13:30:00+00:00,,1,,16,,1,42,11,1,,
2023-02-25 13:40:00+00:00,,1,,22,,0,53,11,3,,
2023-02-25 13:50:00+00:00,,0,,23,,0,41,8,2,,
2023-02-25 14:00:00+00:00,,0,,19,,0,49,12,3,,
2023-02-25 14:10:00+00:00,,0,,19,,1,46,13,2,,
2023-02-25 14:20:00+00:00,,1,,25,,0,39,8,5,,
2023-02-25 14:30:00+00:00,,0,,13,,0,48,13,14,,
2023-02-25 14:40:00+00:00,,5,,16,,0,71,13,3,,
2023-02-25 14:50:00+00:00,,2,,7,,2,70,16,0,,
2023-02-25 15:00:00+00:00,,3,,21,,0,45,7,2,,
2023-02-25 15:10:00+00:00,,2,,23,,1,44,9,2,,
2023-02-25 15:20:00+00:00,,0,,22,,0,56,12,0,,
2023-02-25 15:30:00+00:00,,3,,27,,2,54,11,1,,
2023-02-25 15:40:00+00:00,,0,,25,,1,27,14,1,,
2023-02-25 15:50:00+00:00,,0,,24,,2,54,11,0,,
2023-02-25 16:00:00+00:00,,0,,20,,0,38,13,1,,
2023-02-25 16:10:00+00:00,,3,,22,,0,44,12,1,,
2023-02-25 16:20:00+00:00,,1,,18,,2,55,13,3,,
2023-02-25 16:30:00+00:00,,0,,18,,0,48,9,2,,
2023-02-25 16:40:00+00:00,,0,,15,,0,65,17,1,,
2023-02-25 16:50:00+00:00,,2,,19,,0,47,8,1,,
2023-02-25 17:00:00+00:00,,0,,17,,0,41,16,0,,
2023-02-25 17:10:00+00:00,,0,,14,,0,36,11,1,,
2023-02-25 17:20:00+00:00,,1,,24,,0,69,12,1,,
2023-02-25 17:30:00+00:00,,0,,21,,0,31,8,1,,
2023-02-25 17:40:00+00:00,,1,,22,,4,21,12,2,,
2023-02-25 17:50:00+00:00,,4,,16,,0,53,8,2,,
2023-02-25 18:00:00+00:00,,0,,15,,1,33,16,0,,
2023-02-25 18:10:00+00:00,,0,,8,,2,25,4,1,,
2023-02-25 18:20:00+00:00,,1,,21,,2,31,8,1,,
2023-02-25 18:30:00+00:00,,1,,13,,3,32,11,1,,
2023-02-25 18:40:00+00:00,,0,,16,,0,38,12,0,,
2023-02-25 18:50:00+00:00,,0,,24,,0,38,11,1,,
2023-02-25 19:00:00+00:00,,2,,29,,1,18,10,2,,
2023-02-25 19:10:00+00:00,,0,,22,,0,22,14,2,,
2023-02-25 19:20:00+00:00,,5,,19,,2,26,10,1,,
2023-02-25 19:30:00+00:00,,1,,14,,0,41,8,1,,
2023-02-25 19:40:00+00:00,,0,,21,,0,29,8,1,,
2023-02-25 19:50:00+00:00,,0,,11,,1,43,2,0,,
2023-02-25 20:00:00+00:00,,0,,15,,0,33,2,0,,
2023-02-25 20:10:00+00:00,,2,,12,,4,20,5,2,,
2023-02-25 20:20:00+00:00,,1,,11,,1,25,10,4,,
2023-02-25 20:30:00+00:00,,1,,14,,0,17,7,2,,
2023-02-25 20:40:00+00:00,,0,,13,,0,20,6,1,,
2023-02-25 20:50:00+00:00,,0,,17,,0,26,7,3,,
2023-02-25 21:00:00+00:00,,0,,12,,0,19,5,0,,
2023-02-25 21:10:00+00:00,,1,,18,,0,23,6,0,,
2023-02-25 21:20:00+00:00,,0,,15,,0,24,2,1,,
2023-02-25 21:30:00+00:00,,1,,10,,0,23,11,1,,
2023-02-25 21:40:00+00:00,,0,,18,,0,18,5,1,,
2023-02-25 21:50:00+00:00,,0,,16,,2,12,6,0,,
