,Motorrad (R),LKW (S),LKW (R),Transporter (S),Kleintransporter (R),Kleintransporter (S),PKW (S),Fahrräder,Motorrad (S),PKW (R),Transporter (R)
2023-08-08 07:30:00+00:00,,0,,20,,0,16,17,1,,
2023-08-08 07:40:00+00:00,,0,,15,,0,10,14,1,,
2023-08-08 07:50:00+00:00,,2,,9,,1,9,12,1,,
2023-08-08 08:00:00+00:00,,0,,15,,0,19,20,1,,
2023-08-08 08:10:00+00:00,,0,,15,,0,19,11,1,,
2023-08-08 08:20:00+00:00,,0,,14,,0,19,18,0,,
2023-08-08 08:30:00+00:00,,0,,16,,0,19,11,1,,
2023-08-08 08:40:00+00:00,,1,,14,,0,43,14,1,,
2023-08-08 08:50:00+00:00,,0,,16,,0,13,15,2,,
2023-08-08 09:00:00+00:00,,1,,17,,1,16,15,1,,
2023-08-08 09:10:00+00:00,,2,,20,,0,16,7,1,,
2023-08-08 09:20:00+00:00,,0,,16,,1,14,10,1,,
2023-08-08 09:30:00+00:00,,2,,17,,0,10,14,0,,
2023-08-08 09:40:00+00:00,,3,,12,,2,22,8,2,,
2023-08-08 09:50:00+00:00,,0,,15,,0,13,12,1,,
2023-08-08 10:00:00+00:00,,0,,14,,1,13,18,0,,
2023-08-08 10:10:00+00:00,,1,,13,,0,15,17,1,,
2023-08-08 10:20:00+00:00,,0,,15,,0,15,19,0,,
2023-08-08 10:30:00+00:00,,1,,13,,0,27,19,0,,
2023-08-08 10:40:00+00:00,,0,,11,,2,11,18,2,,
2023-08-08 10:50:00+00:00,,0,,19,,0,9,15,2,,
2023-08-08 11:00:00+00:00,,2,,10,,0,14,15,0,,
2023-08-08 11:10:00+00:00,,1,,16,,2,18,21,1,,
2023-08-08 11:20:00+00:00,,0,,17,,0,11,11,0,,
2023-08-08 11:30:00+00:00,,0,,14,,1,19,7,0,,
2023-08-08 11:40:00+00:00,,2,,13,,6,19,12,1,,
2023-08-08 11:50:00+00:00,,0,,17,,0,22,10,0,,
2023-08-08 12:00:00+00:00,,0,,20,,0,13,13,0,,
2023-08-08 12:10:00+00:00,,0,,10,,2,11,18,1,,
2023-08-08 12:20:00+00:00,,1,,15,,2,21,12,0,,
2023-08-08 12:30:00+00:00,,0,,18,,0,17,19,1,,
2023-08-08 12:40:00+00:00,,0,,14,,0,12,21,0,,
2023-08-08 12:50:00+00:00,,1,,17,,0,15,21,0,,
2023-08-08 13:00:00+00:00,,0,,13,,0,35,22,0,,
2023-08-08 13:10:00+00:00,,0,,12,,0,41,26,0,,
2023-08-08 13:20:00+00:00,,2,,20,,0,19,19,5,,
2023-08-08 13:30:00+00:00,,0,,20,,0,22,17,1,,
2023-08-08 13:40:00+00:00,,1,,19,,0,21,17,0,,
2023-08-08 13:50:00+00:00,,0,,19,,0,28,21,1,,
2023-08-08 14:00:00+00:00,,0,,26,,0,21,20,1,,
2023-08-08 14:10:00+00:00,,1,,20,,0,21,28,0,,
2023-08-08 14:20:00+00:00,,1,,8,,0,13,17,0,,
2023-08-08 14:30:00+00:00,,3,,15,,0,18,17,3,,
2023-08-08 14:40:00+00:00,,0,,24,,0,24,26,0,,
2023-08-08 14:50:00+00:00,,1,,21,,0,34,21,1,,
2023-08-08 15:00:00+00:00,,0,,13,,0,27,19,0,,
2023-08-08 15:10:00+00:00,,0,,21,,0,23,16,1,,
2023-08-08 15:20:00+00:00,,0,,22,,1,39,24,0,,
2023-08-08 15:30:00+00:00,,0,,16,,0,20,24,0,,
2023-08-08 15:40:00+00:00,,0,,20,,0,24,18,1,,
2023-08-08 15:50:00+00:00,,1,,19,,2,16,31,2,,
2023-08-08 16:00:00+00:00,,0,,16,,0,16,26,0,,
2023-08-08 16:10:00+00:00,,0,,15,,2,21,26,0,,
2023-08-08 16:20:00+00:00,,0,,16,,0,12,13,0,,
2023-08-08 16:30:00+00:00,,0,,14,,0,16,21,1,,
2023-08-08 16:40:00+00:00,,0,,20,,0,5,23,1,,
2023-08-08 16:50:00+00:00,,2,,14,,0,14,23,0,,
2023-08-08 17:00:00+00:00,,1,,17,,0,17,13,0,,
2023-08-08 17:10:00+00:00,,0,,15,,0,27,12,0,,
2023-08-08 17:20:00+00:00,,0,,9,,0,13,23,0,,
2023-08-08 17:30:00+00:00,,0,,14,,0,17,10,1,,
2023-08-08 17:40:00+00:00,,0,,17,,0,10,8,0,,
2023-08-08 17:50:00+00:00,,0,,9,,0,13,15,1,,
2023-08-08 18:00:00+00:00,,0,,14,,0,11,19,0,,
2023-08-08 18:10:00+00:00,,0,,9,,0,11,19,0,,
2023-08-08 18:20:00+00:00,,6,,9,,0,19,19,0,,
2023-08-08 18:30:00+00:00,,0,,7,,0,8,13,0,,
2023-08-08 18:40:00+00:00,,4,,13,,0,16,18,1,,
2023-08-08 18:50:00+00:00,,0,,11,,0,15,7,0,,
2023-08-08 19:00:00+00:00,,0,,10,,0,10,8,0,,
2023-08-08 19:10:00+00:00,,0,,10,,0,17,17,0,,
2023-08-08 19:20:00+00:00,,0,,10,,0,9,10,0,,
2023-08-08 19:30:00+00:00,,0,,7,,0,6,10,0,,
2023-08-08 19:40:00+00:00,,0,,10,,0,4,6,0,,
2023-08-08 19:50:00+00:00,,0,,9,,0,5,22,0,,
2023-08-08 20:00:00+00:00,,2,,7,,0,5,9,1,,
2023-08-08 20:10:00+00:00,,0,,11,,0,13,14,1,,
2023-08-08 20:20:00+00:00,,0,,11,,0,9,3,0,,
2023-08-08 20:30:00+00:00,,0,,8,,0,13,11,3,,
2023-08-08 20:40:00+00:00,,0,,3,,0,8,9,0,,
2023-08-08 20:50:00+00:00,,1,,5,,1,4,4,0,,
2023-08-08 21:00:00+00:00,,0,,5,,0,5,5,0,,
2023-08-08 21:10:00+00:00,,0,,4,,0,11,2,1,,
2023-08-08 21:20:00+00:00,,0,,4,,0,3,7,0,,
2023-08-08 21:30:00+00:00,,0,,3,,0,6,6,0,,
2023-08-08 21:40:00+00:00,,0,,5,,0,4,1,0,,
2023-08-08 21:50:00+00:00,,0,,4,,0,4,3,1,,
2023-08-08 22:00:00+00:00,,1,,1,,0,1,4,1,,
2023-08-08 22:10:00+00:00,,1,,1,,0,3,1,0,,
2023-08-08 22:20:00+00:00,,0,,1,,0,4,0,1,,
2023-08-08 22:30:00+00:00,,0,,0,,0,1,4,0,,
2023-08-08 22:40:00+00:00,,0,,1,,0,1,2,0,,
2023-08-08 22:50:00+00:00,,0,,3,,0,0,0,0,,
2023-08-08 23:00:00+00:00,,0,,0,,0,2,1,0,,
2023-08-08 23:10:00+00:00,,0,,0,,0,0,2,0,,
2023-08-08 23:20:00+00:00,,0,,1,,0,1,0,0,,
2023-08-08 23:30:00+00:00,,0,,0,,0,0,2,0,,
2023-08-08 23:40:00+00:00,,0,,0,,0,0,1,0,,
2023-08-08 23:50:00+00:00,,0,,1,,0,0,2,0,,
2023-08-09 00:00:00+00:00,,0,,0,,0,1,1,0,,
2023-08-09 00:10:00+00:00,,0,,2,,0,1,1,0,,
2023-08-09 00:20:00+00:00,,0,,0,,0,3,2,0,,
2023-08-09 00:30:00+00:00,,0,,1,,0,0,1,0,,
2023-08-09 00:40:00+00:00,,0,,2,,0,0,0,0,,
2023-08-09 00:50:00+00:00,,0,,4,,0,1,0,0,,
2023-08-09 01:00:00+00:00,,0,,3,,0,3,0,1,,
2023-08-09 01:10:00+00:00,,0,,1,,0,1,0,0,,
2023-08-09 01:20:00+00:00,,0,,1,,0,1,1,0,,
2023-08-09 01:30:00+00:00,,0,,1,,0,2,1,0,,
2023-08-09 01:40:00+00:00,,0,,1,,0,2,1,0,,
2023-08-09 01:50:00+00:00,,0,,3,,0,0,1,0,,
2023-08-09 02:00:00+00:00,,0,,1,,0,0,3,0,,
2023-08-09 02:10:00+00:00,,0,,1,,0,0,0,1,,
2023-08-09 02:20:00+00:00,,0,,0,,0,0,0,0,,
2023-08-09 02:30:00+00:00,,1,,0,,0,0,1,3,,
2023-08-09 02:40:00+00:00,,0,,0,,0,0,3,0,,
2023-08-09 02:50:00+00:00,,1,,1,,3,1,0,0,,
2023-08-09 03:00:00+00:00,,1,,1,,1,0,3,0,,
2023-08-09 03:10:00+00:00,,4,,2,,1,2,4,0,,
2023-08-09 03:20:00+00:00,,0,,2,,1,3,7,1,,
2023-08-09 03:30:00+00:00,,0,,3,,0,4,6,0,,
2023-08-09 03:40:00+00:00,,2,,3,,0,4,7,0,,
2023-08-09 03:50:00+00:00,,0,,5,,0,3,9,2,,
2023-08-09 04:00:00+00:00,,0,,10,,0,6,10,1,,
2023-08-09 04:10:00+00:00,,0,,15,,1,13,9,1,,
2023-08-09 04:20:00+00:00,,0,,9,,0,15,9,4,,
2023-08-09 04:30:00+00:00,,0,,9,,0,15,14,0,,
2023-08-09 04:40:00+00:00,,1,,19,,0,7,6,1,,
2023-08-09 04:50:00+00:00,,1,,20,,0,21,6,3,,
2023-08-09 05:00:00+00:00,,1,,26,,0,10,10,4,,
2023-08-09 05:10:00+00:00,,0,,10,,0,15,6,0,,
2023-08-09 05:20:00+00:00,,0,,15,,0,17,15,1,,
2023-08-09 05:30:00+00:00,,0,,13,,0,19,15,1,,
2023-08-09 05:40:00+00:00,,1,,20,,0,13,12,0,,
2023-08-09 05:50:00+00:00,,0,,17,,0,23,24,5,,
2023-08-09 06:00:00+00:00,,0,,17,,0,33,22,2,,
2023-08-09 06:10:00+00:00,,2,,23,,2,15,27,1,,
2023-08-09 06:20:00+00:00,,0,,18,,0,18,27,1,,
2023-08-09 06:30:00+00:00,,0,,11,,0,11,22,1,,
2023-08-09 06:40:00+00:00,,0,,23,,0,35,25,2,,
2023-08-09 06:50:00+00:00,,0,,15,,1,20,26,2,,
2023-08-09 07:00:00+00:00,,0,,16,,0,21,28,0,,
2023-08-09 07:10:00+00:00,,0,,20,,0,23,21,5,,
2023-08-09 07:20:00+00:00,,0,,25,,0,24,6,2,,
2023-08-09 07:30:00+00:00,,0,,21,,0,30,23,1,,
2023-08-09 07:40:00+00:00,,2,,14,,0,26,14,0,,
2023-08-09 07:50:00+00:00,,0,,14,,0,14,10,0,,
2023-08-09 08:00:00+00:00,,0,,17,,0,9,17,0,,
2023-08-09 08:10:00+00:00,,4,,20,,0,21,14,2,,
2023-08-09 08:20:00+00:00,,0,,26,,0,32,10,1,,
2023-08-09 08:30:00+00:00,,0,,9,,1,28,15,1,,
2023-08-09 08:40:00+00:00,,0,,15,,0,24,8,0,,
2023-08-09 08:50:00+00:00,,0,,16,,0,27,18,1,,
2023-08-09 09:00:00+00:00,,0,,13,,0,16,11,1,,
2023-08-09 09:10:00+00:00,,0,,15,,0,24,16,1,,
2023-08-09 09:20:00+00:00,,0,,13,,5,28,13,0,,
2023-08-09 09:30:00+00:00,,0,,12,,0,15,14,1,,
2023-08-09 09:40:00+00:00,,2,,14,,3,19,15,0,,
2023-08-09 09:50:00+00:00,,1,,13,,1,13,15,1,,
2023-08-09 10:00:00+00:00,,0,,21,,4,25,9,1,,
2023-08-09 10:10:00+00:00,,0,,18,,0,18,17,1,,
2023-08-09 10:20:00+00:00,,0,,12,,0,14,6,0,,
2023-08-09 10:30:00+00:00,,1,,16,,0,18,5,0,,
2023-08-09 10:40:00+00:00,,3,,10,,0,17,11,0,,
2023-08-09 10:50:00+00:00,,0,,8,,0,11,8,1,,
2023-08-09 11:00:00+00:00,,0,,12,,0,18,12,0,,
2023-08-09 11:10:00+00:00,,0,,13,,0,13,15,1,,
2023-08-09 11:20:00+00:00,,0,,15,,0,18,16,1,,
2023-08-09 11:30:00+00:00,,2,,7,,1,11,11,1,,
2023-08-09 11:40:00+00:00,,5,,11,,1,21,15,0,,
2023-08-09 11:50:00+00:00,,0,,10,,0,12,10,1,,
2023-08-09 12:00:00+00:00,,0,,17,,0,19,19,1,,
2023-08-09 12:10:00+00:00,,0,,8,,0,25,11,2,,
2023-08-09 12:20:00+00:00,,2,,12,,0,7,16,0,,
2023-08-09 12:30:00+00:00,,0,,19,,0,20,18,2,,
2023-08-09 12:40:00+00:00,,1,,20,,0,14,20,2,,
2023-08-09 12:50:00+00:00,,1,,10,,0,27,15,0,,
2023-08-09 13:00:00+00:00,,0,,19,,0,14,5,1,,
2023-08-09 13:10:00+00:00,,1,,17,,1,22,16,0,,
2023-08-09 13:20:00+00:00,,3,,17,,1,19,16,0,,
2023-08-09 13:30:00+00:00,,0,,13,,3,29,14,0,,
2023-08-09 13:40:00+00:00,,1,,20,,0,30,16,0,,
2023-08-09 13:50:00+00:00,,0,,17,,0,23,15,2,,
2023-08-09 14:00:00+00:00,,0,,16,,0,28,22,1,,
2023-08-09 14:10:00+00:00,,0,,18,,0,20,13,2,,
2023-08-09 14:20:00+00:00,,0,,13,,0,20,14,0,,
2023-08-09 14:30:00+00:00,,0,,12,,0,25,24,1,,
2023-08-09 14:40:00+00:00,,0,,13,,0,27,21,1,,
2023-08-09 14:50:00+00:00,,0,,11,,0,23,21,1,,
2023-08-09 15:00:00+00:00,,0,,12,,0,19,24,1,,
2023-08-09 15:10:00+00:00,,2,,10,,0,30,12,0,,
2023-08-09 15:20:00+00:00,,0,,9,,0,23,14,3,,
2023-08-09 15:30:00+00:00,,3,,7,,2,18,16,4,,
2023-08-09 15:40:00+00:00,,0,,14,,0,18,20,5,,
2023-08-09 15:50:00+00:00,,2,,15,,0,15,18,2,,
2023-08-09 16:00:00+00:00,,3,,10,,0,30,12,1,,
2023-08-09 16:10:00+00:00,,0,,10,,0,18,18,1,,
2023-08-09 16:20:00+00:00,,0,,14,,0,14,17,0,,
2023-08-09 16:30:00+00:00,,0,,10,,0,17,26,1,,
2023-08-09 16:40:00+00:00,,1,,14,,0,24,18,0,,
2023-08-09 16:50:00+00:00,,0,,10,,0,24,19,2,,
2023-08-09 17:00:00+00:00,,0,,6,,2,50,19,2,,
2023-08-09 17:10:00+00:00,,0,,8,,0,14,20,2,,
2023-08-09 17:20:00+00:00,,0,,11,,0,19,22,0,,
2023-08-09 17:30:00+00:00,,0,,8,,0,21,26,2,,
2023-08-09 17:40:00+00:00,,0,,11,,0,21,24,2,,
2023-08-09 17:50:00+00:00,,0,,12,,0,27,19,0,,
2023-08-09 18:00:00+00:00,,0,,13,,0,19,12,1,,
2023-08-09 18:10:00+00:00,,0,,10,,1,15,8,1,,
2023-08-09 18:20:00+00:00,,1,,14,,1,12,5,2,,
2023-08-09 18:30:00+00:00,,0,,12,,0,13,13,0,,
2023-08-09 18:40:00+00:00,,0,,6,,0,19,17,0,,
2023-08-09 18:50:00+00:00,,0,,9,,0,12,16,1,,
2023-08-09 19:00:00+00:00,,0,,5,,1,10,13,2,,
2023-08-09 19:10:00+00:00,,0,,12,,0,23,9,0,,
2023-08-09 19:20:00+00:00,,0,,12,,1,16,17,0,,
2023-08-09 19:30:00+00:00,,0,,8,,0,10,9,1,,
2023-08-09 19:40:00+00:00,,0,,12,,0,5,9,0,,
2023-08-09 19:50:00+00:00,,0,,11,,0,10,8,0,,
2023-08-09 20:00:00+00:00,,0,,11,,0,27,5,2,,
2023-08-09 20:10:00+00:00,,0,,12,,0,9,4,0,,
2023-08-09 20:20:00+00:00,,0,,11,,0,6,6,0,,
2023-08-09 20:30:00+00:00,,0,,12,,0,6,4,0,,
2023-08-09 20:40:00+00:00,,0,,9,,0,4,12,1,,
2023-08-09 20:50:00+00:00,,0,,12,,0,8,3,2,,
2023-08-09 21:00:00+00:00,,0,,4,,0,7,3,0,,
2023-08-09 21:10:00+00:00,,0,,8,,0,7,2,1,,
2023-08-09 21:20:00+00:00,,5,,2,,6,1,11,0,,
2023-08-09 21:30:00+00:00,,0,,11,,1,4,6,0,,
2023-08-09 21:40:00+00:00,,0,,4,,0,19,3,0,,
2023-08-09 21:50:00+00:00,,0,,4,,0,9,1,2,,
2023-08-09 22:00:00+00:00,,0,,4,,0,1,4,1,,
2023-08-09 22:10:00+00:00,,0,,6,,0,0,4,0,,
2023-08-09 22:20:00+00:00,,0,,4,,0,1,6,0,,
2023-08-09 22:30:00+00:00,,0,,4,,0,3,1,0,,
2023-08-09 22:40:00+00:00,,0,,3,,0,1,4,0,,
2023-08-09 22:50:00+00:00,,0,,2,,0,0,2,0,,
2023-08-09 23:00:00+00:00,,0,,1,,0,0,2,0,,
2023-08-09 23:10:00+00:00,,0,,3,,0,1,1,0,,
2023-08-09 23:20:00+00:00,,0,,2,,0,2,4,0,,
2023-08-09 23:30:00+00:00,,0,,1,,0,0,0,0,,
2023-08-09 23:40:00+00:00,,0,,1,,0,0,3,0,,
2023-08-09 23:50:00+00:00,,0,,1,,0,0,2,0,,
2023-08-10 00:00:00+00:00,,0,,0,,0,0,2,0,,
2023-08-10 00:10:00+00:00,,0,,1,,0,1,3,0,,
2023-08-10 00:20:00+00:00,,0,,1,,0,2,1,2,,
2023-08-10 00:30:00+00:00,,0,,0,,0,0,1,0,,
2023-08-10 00:40:00+00:00,,0,,2,,0,0,0,0,,
2023-08-10 00:50:00+00:00,,0,,0,,0,0,1,0,,
2023-08-10 01:00:00+00:00,,0,,1,,0,0,0,0,,
2023-08-10 01:10:00+00:00,,0,,0,,0,1,2,0,,
2023-08-10 01:20:00+00:00,,0,,1,,0,0,0,0,,
2023-08-10 01:30:00+00:00,,0,,0,,0,0,1,1,,
2023-08-10 01:40:00+00:00,,0,,0,,0,0,1,0,,
2023-08-10 01:50:00+00:00,,0,,0,,1,0,1,0,,
2023-08-10 02:00:00+00:00,,0,,0,,1,0,0,0,,
2023-08-10 02:10:00+00:00,,0,,1,,1,0,0,0,,
2023-08-10 02:20:00+00:00,,0,,1,,0,3,1,0,,
2023-08-10 02:30:00+00:00,,0,,1,,0,9,1,0,,
2023-08-10 02:40:00+00:00,,0,,4,,0,5,2,0,,
2023-08-10 02:50:00+00:00,,0,,2,,0,3,1,0,,
2023-08-10 03:00:00+00:00,,0,,1,,0,0,1,1,,
2023-08-10 03:10:00+00:00,,0,,2,,0,2,1,0,,
2023-08-10 03:20:00+00:00,,0,,2,,0,3,6,0,,
2023-08-10 03:30:00+00:00,,0,,6,,0,3,3,0,,
2023-08-10 03:40:00+00:00,,0,,3,,0,5,8,1,,
2023-08-10 03:50:00+00:00,,0,,8,,0,9,8,1,,
2023-08-10 04:00:00+00:00,,0,,6,,0,3,10,1,,
2023-08-10 04:10:00+00:00,,0,,12,,0,23,9,0,,
2023-08-10 04:20:00+00:00,,0,,14,,0,9,9,0,,
2023-08-10 04:30:00+00:00,,0,,11,,0,16,8,0,,
2023-08-10 04:40:00+00:00,,1,,16,,0,4,11,0,,
2023-08-10 04:50:00+00:00,,0,,19,,0,12,14,1,,
2023-08-10 05:00:00+00:00,,1,,20,,0,10,11,1,,
2023-08-10 05:10:00+00:00,,0,,26,,0,17,9,3,,
2023-08-10 05:20:00+00:00,,0,,15,,0,16,17,0,,
2023-08-10 05:30:00+00:00,,0,,17,,0,16,8,0,,
2023-08-10 05:40:00+00:00,,0,,23,,0,17,15,3,,
2023-08-10 05:50:00+00:00,,0,,17,,0,18,15,2,,
2023-08-10 06:00:00+00:00,,1,,17,,0,18,20,2,,
2023-08-10 06:10:00+00:00,,0,,18,,1,30,18,1,,
2023-08-10 06:20:00+00:00,,0,,25,,0,31,25,1,,
2023-08-10 06:30:00+00:00,,4,,20,,1,29,28,2,,
2023-08-10 06:40:00+00:00,,1,,23,,0,26,33,0,,
2023-08-10 06:50:00+00:00,,1,,22,,0,30,17,1,,
2023-08-10 07:00:00+00:00,,2,,12,,2,16,22,1,,
2023-08-10 07:10:00+00:00,,1,,24,,1,23,15,0,,
2023-08-10 07:20:00+00:00,,1,,13,,0,14,14,0,,
2023-08-10 07:30:00+00:00,,3,,14,,0,8,14,1,,
2023-08-10 07:40:00+00:00,,1,,15,,0,19,16,1,,
2023-08-10 07:50:00+00:00,,2,,16,,0,7,19,1,,
2023-08-10 08:00:00+00:00,,0,,18,,0,11,18,1,,
2023-08-10 08:10:00+00:00,,0,,19,,0,19,14,0,,
2023-08-10 08:20:00+00:00,,6,,15,,0,13,19,0,,
2023-08-10 08:30:00+00:00,,1,,18,,0,14,9,2,,
2023-08-10 08:40:00+00:00,,0,,19,,0,18,11,0,,
2023-08-10 08:50:00+00:00,,0,,17,,0,16,18,1,,
2023-08-10 09:00:00+00:00,,0,,22,,0,24,18,1,,
2023-08-10 09:10:00+00:00,,0,,11,,0,17,19,0,,
2023-08-10 09:20:00+00:00,,0,,14,,0,23,14,3,,
2023-08-10 09:30:00+00:00,,2,,12,,5,10,17,0,,
2023-08-10 09:40:00+00:00,,0,,16,,0,14,10,1,,
2023-08-10 09:50:00+00:00,,0,,16,,2,13,15,1,,
2023-08-10 10:00:00+00:00,,1,,17,,0,17,15,0,,
2023-08-10 10:10:00+00:00,,0,,18,,0,10,15,0,,
2023-08-10 10:20:00+00:00,,0,,12,,0,26,12,0,,
2023-08-10 10:30:00+00:00,,0,,14,,0,13,16,0,,
2023-08-10 10:40:00+00:00,,0,,17,,0,14,19,2,,
2023-08-10 10:50:00+00:00,,0,,16,,0,10,19,0,,
2023-08-10 11:00:00+00:00,,0,,15,,0,10,14,0,,
2023-08-10 11:10:00+00:00,,0,,15,,3,28,15,0,,
2023-08-10 11:20:00+00:00,,0,,15,,1,13,20,2,,
2023-08-10 11:30:00+00:00,,0,,18,,0,7,12,0,,
2023-08-10 11:40:00+00:00,,0,,14,,3,16,24,0,,
2023-08-10 11:50:00+00:00,,0,,22,,0,11,18,0,,
2023-08-10 12:00:00+00:00,,1,,17,,0,15,23,0,,
2023-08-10 12:10:00+00:00,,0,,14,,0,31,23,0,,
2023-08-10 12:20:00+00:00,,0,,16,,1,15,14,0,,
2023-08-10 12:30:00+00:00,,1,,10,,2,25,19,1,,
2023-08-10 12:40:00+00:00,,0,,20,,1,29,27,2,,
2023-08-10 12:50:00+00:00,,1,,18,,0,20,14,1,,
2023-08-10 13:00:00+00:00,,0,,23,,1,28,19,1,,
2023-08-10 13:10:00+00:00,,0,,9,,0,16,15,0,,
2023-08-10 13:20:00+00:00,,0,,19,,0,26,23,2,,
2023-08-10 13:30:00+00:00,,0,,19,,0,9,18,0,,
2023-08-10 13:40:00+00:00,,2,,22,,0,17,20,3,,
2023-08-10 13:50:00+00:00,,0,,21,,1,48,23,0,,
2023-08-10 14:00:00+00:00,,2,,16,,1,49,22,2,,
2023-08-10 14:10:00+00:00,,1,,15,,0,31,20,2,,
2023-08-10 14:20:00+00:00,,0,,19,,0,21,21,1,,
2023-08-10 14:30:00+00:00,,0,,27,,0,34,19,1,,
2023-08-10 14:40:00+00:00,,0,,15,,1,23,26,1,,
2023-08-10 14:50:00+00:00,,0,,19,,0,42,31,0,,
2023-08-10 15:00:00+00:00,,1,,18,,0,16,15,2,,
2023-08-10 15:10:00+00:00,,0,,15,,0,24,27,1,,
2023-08-10 15:20:00+00:00,,2,,17,,0,35,20,0,,
2023-08-10 15:30:00+00:00,,0,,14,,0,26,23,3,,
2023-08-10 15:40:00+00:00,,4,,13,,1,20,28,0,,
2023-08-10 15:50:00+00:00,,3,,15,,0,9,18,1,,
2023-08-10 16:00:00+00:00,,0,,14,,0,32,34,2,,
2023-08-10 16:10:00+00:00,,1,,13,,0,18,28,1,,
2023-08-10 16:20:00+00:00,,5,,6,,4,27,26,2,,
2023-08-10 16:30:00+00:00,,0,,15,,0,15,22,0,,
2023-08-10 16:40:00+00:00,,2,,9,,0,20,21,2,,
2023-08-10 16:50:00+00:00,,0,,10,,0,17,14,1,,
2023-08-10 17:00:00+00:00,,0,,13,,0,22,18,0,,
2023-08-10 17:10:00+00:00,,0,,9,,0,28,29,3,,
2023-08-10 17:20:00+00:00,,0,,11,,0,17,20,2,,
2023-08-10 17:30:00+00:00,,0,,9,,0,25,21,2,,
2023-08-10 17:40:00+00:00,,0,,9,,0,40,21,3,,
2023-08-10 17:50:00+00:00,,0,,8,,0,19,17,2,,
2023-08-10 18:00:00+00:00,,0,,11,,1,19,14,1,,
2023-08-10 18:10:00+00:00,,0,,3,,0,11,11,2,,
2023-08-10 18:20:00+00:00,,0,,10,,1,32,17,2,,
2023-08-10 18:30:00+00:00,,1,,4,,1,33,15,1,,
2023-08-10 18:40:00+00:00,,0,,9,,0,28,12,0,,
2023-08-10 18:50:00+00:00,,0,,14,,0,7,12,2,,
2023-08-10 19:00:00+00:00,,0,,11,,0,31,8,3,,
2023-08-10 19:10:00+00:00,,0,,10,,0,14,8,0,,
2023-08-10 19:20:00+00:00,,0,,9,,0,11,6,1,,
2023-08-10 19:30:00+00:00,,0,,10,,0,8,14,1,,
2023-08-10 19:40:00+00:00,,0,,11,,0,6,7,0,,
2023-08-10 19:50:00+00:00,,0,,8,,0,11,5,2,,
2023-08-10 20:00:00+00:00,,0,,13,,0,4,9,3,,
2023-08-10 20:10:00+00:00,,0,,12,,0,7,5,0,,
2023-08-10 20:20:00+00:00,,0,,12,,1,23,6,2,,
2023-08-10 20:30:00+00:00,,0,,10,,0,11,6,2,,
2023-08-10 20:40:00+00:00,,0,,10,,0,13,6,1,,
2023-08-10 20:50:00+00:00,,0,,9,,0,1,6,1,,
2023-08-10 21:00:00+00:00,,0,,3,,0,5,7,2,,
2023-08-10 21:10:00+00:00,,0,,8,,0,8,14,0,,
2023-08-10 21:20:00+00:00,,0,,7,,0,8,7,1,,
2023-08-10 21:30:00+00:00,,1,,9,,1,12,6,0,,
2023-08-10 21:40:00+00:00,,0,,6,,0,5,2,0,,
2023-08-10 21:50:00+00:00,,0,,7,,0,2,5,0,,
2023-08-10 22:00:00+00:00,,0,,7,,0,5,5,0,,
2023-08-10 22:10:00+00:00,,0,,11,,0,0,6,0,,
2023-08-10 22:20:00+00:00,,0,,2,,0,2,2,0,,
2023-08-10 22:30:00+00:00,,0,,6,,0,4,3,0,,
2023-08-10 22:40:00+00:00,,0,,4,,0,0,5,0,,
2023-08-10 22:50:00+00:00,,0,,4,,0,0,6,0,,
2023-08-10 23:00:00+00:00,,0,,3,,0,1,6,0,,
2023-08-10 23:10:00+00:00,,0,,5,,0,1,0,0,,
2023-08-10 23:20:00+00:00,,0,,0,,0,0,2,0,,
2023-08-10 23:30:00+00:00,,0,,3,,0,4,2,0,,
2023-08-10 23:40:00+00:00,,0,,2,,0,0,1,1,,
2023-08-10 23:50:00+00:00,,0,,3,,0,0,3,0,,
2023-08-11 00:00:00+00:00,,0,,2,,0,0,1,0,,
2023-08-11 00:10:00+00:00,,0,,1,,0,0,1,0,,
2023-08-11 00:20:00+00:00,,0,,2,,0,1,0,0,,
2023-08-11 00:30:00+00:00,,0,,2,,0,1,1,0,,
2023-08-11 00:40:00+00:00,,0,,1,,0,0,0,0,,
2023-08-11 00:50:00+00:00,,0,,1,,0,0,0,0,,
2023-08-11 01:00:00+00:00,,0,,2,,0,0,1,0,,
2023-08-11 01:10:00+00:00,,0,,3,,0,0,0,1,,
2023-08-11 01:20:00+00:00,,0,,0,,0,0,0,1,,
2023-08-11 01:30:00+00:00,,0,,2,,0,0,0,0,,
2023-08-11 01:40:00+00:00,,0,,0,,0,2,3,0,,
2023-08-11 01:50:00+00:00,,0,,0,,0,1,1,0,,
2023-08-11 02:00:00+00:00,,0,,1,,0,0,1,1,,
2023-08-11 02:10:00+00:00,,0,,4,,0,0,1,0,,
2023-08-11 02:20:00+00:00,,0,,1,,0,0,2,0,,
2023-08-11 02:30:00+00:00,,0,,3,,0,0,0,0,,
2023-08-11 02:40:00+00:00,,0,,4,,0,0,1,1,,
2023-08-11 02:50:00+00:00,,1,,3,,0,7,3,0,,
2023-08-11 03:00:00+00:00,,0,,1,,0,4,1,0,,
2023-08-11 03:10:00+00:00,,0,,6,,0,1,2,1,,
2023-08-11 03:20:00+00:00,,0,,7,,0,4,4,0,,
2023-08-11 03:30:00+00:00,,0,,5,,1,8,6,0,,
