Timestamp;Object_Id;Plausibilisiert 60min.Zählung Kfz[Fzg/h];dto_VehClass1Long.dto_VehClass1Long;.;dto_VehClass1Long.dto_VehClass1Long;dto_VehClass1Long.dto_VehClass1Long
15.09.2023 23:00;MQ 8.1 FLT Ri LU;343;;MQ 8.2 FLT Ri Neuhermsheim;287;
15.09.2023 23:59;MQ 8.1 FLT Ri LU;245;;MQ 8.2 FLT Ri Neuhermsheim;192;
16.09.2023 01:00;MQ 8.1 FLT Ri LU;225;;MQ 8.2 FLT Ri Neuhermsheim;135;
16.09.2023 02:00;MQ 8.1 FLT Ri LU;110;;MQ 8.2 FLT Ri Neuhermsheim;108;
16.09.2023 03:00;MQ 8.1 FLT Ri LU;84;;MQ 8.2 FLT Ri Neuhermsheim;72;
16.09.2023 04:00;MQ 8.1 FLT Ri LU;59;;MQ 8.2 FLT Ri Neuhermsheim;51;
16.09.2023 05:00;MQ 8.1 FLT Ri LU;64;;MQ 8.2 FLT Ri Neuhermsheim;86;
16.09.2023 06:00;MQ 8.1 FLT Ri LU;119;;MQ 8.2 FLT Ri Neuhermsheim;156;
16.09.2023 07:00;MQ 8.1 FLT Ri LU;165;;MQ 8.2 FLT Ri Neuhermsheim;207;
16.09.2023 08:00;MQ 8.1 FLT Ri LU;238;;MQ 8.2 FLT Ri Neuhermsheim;275;
16.09.2023 09:00;MQ 8.1 FLT Ri LU;375;;MQ 8.2 FLT Ri Neuhermsheim;373;
16.09.2023 10:00;MQ 8.1 FLT Ri LU;468;;MQ 8.2 FLT Ri Neuhermsheim;483;
16.09.2023 11:00;MQ 8.1 FLT Ri LU;607;;MQ 8.2 FLT Ri Neuhermsheim;547;
16.09.2023 12:00;MQ 8.1 FLT Ri LU;635;;MQ 8.2 FLT Ri Neuhermsheim;544;
16.09.2023 13:00;MQ 8.1 FLT Ri LU;672;;MQ 8.2 FLT Ri Neuhermsheim;597;
16.09.2023 14:00;MQ 8.1 FLT Ri LU;723;;MQ 8.2 FLT Ri Neuhermsheim;598;
16.09.2023 15:00;MQ 8.1 FLT Ri LU;733;;MQ 8.2 FLT Ri Neuhermsheim;558;
16.09.2023 16:00;MQ 8.1 FLT Ri LU;692;;MQ 8.2 FLT Ri Neuhermsheim;507;
