,PKW (S),Transporter (S),Fahrräder,Transporter (R),Kleintransporter (R),Kleintransporter (S),Motorrad (R),LKW (R),Motorrad (S),PKW (R),LKW (S)
2023-06-24 15:00:00+00:00,91,16,7,0,0,1,0,0,0,29,0
2023-06-24 15:10:00+00:00,90,11,6,1,0,1,0,0,2,32,1
2023-06-24 15:20:00+00:00,90,9,9,0,0,1,0,1,0,31,0
2023-06-24 15:30:00+00:00,88,14,10,0,0,0,0,2,3,31,1
2023-06-24 15:40:00+00:00,104,15,10,0,0,0,0,4,1,31,0
2023-06-24 15:50:00+00:00,89,14,8,1,0,0,0,0,1,43,0
2023-06-24 16:00:00+00:00,77,15,7,2,0,0,0,1,1,41,1
2023-06-24 16:10:00+00:00,86,15,7,1,0,0,0,2,1,31,1
2023-06-24 16:20:00+00:00,76,11,6,0,0,0,0,2,3,36,3
2023-06-24 16:30:00+00:00,99,20,9,0,0,0,0,7,4,41,0
2023-06-24 16:40:00+00:00,70,16,9,0,0,1,1,3,6,50,1
2023-06-24 16:50:00+00:00,62,15,9,0,0,0,0,2,2,36,1
2023-06-24 17:00:00+00:00,89,19,9,0,0,2,1,2,2,46,4
2023-06-24 17:10:00+00:00,62,18,6,0,0,0,0,0,1,41,1
2023-06-24 17:20:00+00:00,80,18,9,0,0,0,0,0,1,34,0
2023-06-24 17:30:00+00:00,89,13,4,0,0,0,0,1,1,35,1
2023-06-24 17:40:00+00:00,54,10,5,0,0,0,0,0,0,37,0
2023-06-24 17:50:00+00:00,75,11,4,2,0,0,0,0,3,40,0
2023-06-24 18:00:00+00:00,69,6,2,1,0,0,0,3,0,29,0
2023-06-24 18:10:00+00:00,68,13,10,0,0,2,1,3,2,24,0
2023-06-24 18:20:00+00:00,61,11,5,0,0,0,0,1,2,30,0
2023-06-24 18:30:00+00:00,67,15,4,1,0,0,0,0,3,27,0
2023-06-24 18:40:00+00:00,72,8,2,0,0,0,0,2,1,26,0
2023-06-24 18:50:00+00:00,59,16,5,1,0,0,0,4,2,32,0
2023-06-24 19:00:00+00:00,67,18,2,0,0,1,0,0,0,34,0
2023-06-24 19:10:00+00:00,42,16,3,0,0,1,0,0,0,33,1
2023-06-24 19:20:00+00:00,64,20,2,1,0,0,0,0,1,36,0
2023-06-24 19:30:00+00:00,55,13,0,0,0,0,0,0,0,22,0
2023-06-24 19:40:00+00:00,52,14,2,0,0,0,0,1,2,31,0
2023-06-24 19:50:00+00:00,69,11,1,0,0,0,0,1,1,33,1
2023-06-24 20:00:00+00:00,59,15,3,0,0,0,0,0,0,16,0
2023-06-24 20:10:00+00:00,51,21,1,0,0,0,0,1,2,33,0
2023-06-24 20:20:00+00:00,62,18,0,0,0,0,0,0,1,15,0
2023-06-24 20:30:00+00:00,61,15,2,0,0,0,0,0,2,16,1
2023-06-24 20:40:00+00:00,43,16,3,0,0,1,0,0,0,28,0
2023-06-24 20:50:00+00:00,52,12,2,0,0,1,0,2,4,34,0
2023-06-24 21:00:00+00:00,49,11,2,0,0,1,0,0,0,28,0
2023-06-24 21:10:00+00:00,48,14,4,0,0,0,0,0,3,26,1
2023-06-24 21:20:00+00:00,36,10,1,0,0,1,0,0,1,28,0
2023-06-24 21:30:00+00:00,42,14,3,0,0,0,0,0,1,21,0
2023-06-24 21:40:00+00:00,43,12,2,0,0,0,0,0,1,25,0
2023-06-24 21:50:00+00:00,38,16,0,0,0,0,0,0,5,17,0
2023-06-24 22:00:00+00:00,50,7,1,0,0,0,0,2,1,21,1
2023-06-24 22:10:00+00:00,38,7,2,0,0,0,0,0,4,32,0
2023-06-24 22:20:00+00:00,33,18,0,0,0,0,1,0,3,22,1
2023-06-24 22:30:00+00:00,32,11,2,0,0,0,0,0,6,20,0
2023-06-24 22:40:00+00:00,22,9,0,0,0,1,0,0,1,15,0
2023-06-24 22:50:00+00:00,30,12,1,0,0,0,0,0,0,14,0
2023-06-24 23:00:00+00:00,17,10,2,0,0,0,0,1,0,14,0
2023-06-24 23:10:00+00:00,19,9,0,1,0,0,0,0,2,16,0
2023-06-24 23:20:00+00:00,13,6,1,0,0,0,0,0,1,12,1
2023-06-24 23:30:00+00:00,16,9,2,0,0,0,0,0,2,9,0
2023-06-24 23:40:00+00:00,25,6,3,0,0,0,0,3,6,17,1
2023-06-24 23:50:00+00:00,28,4,3,0,0,1,0,1,1,10,1
2023-06-25 00:00:00+00:00,15,3,3,0,0,0,0,0,0,4,0
2023-06-25 00:10:00+00:00,15,10,0,0,0,0,0,0,0,2,0
2023-06-25 00:20:00+00:00,14,1,1,0,0,0,0,0,0,7,0
2023-06-25 00:30:00+00:00,15,3,1,0,0,0,0,0,2,5,0
2023-06-25 00:40:00+00:00,17,4,0,1,0,0,0,0,3,6,0
2023-06-25 00:50:00+00:00,13,3,3,0,0,0,0,0,3,6,0
2023-06-25 01:00:00+00:00,15,7,1,0,0,0,0,0,1,8,0
2023-06-25 01:10:00+00:00,7,3,1,0,0,1,0,0,0,4,0
2023-06-25 01:20:00+00:00,12,7,2,0,0,0,0,0,0,5,0
2023-06-25 01:30:00+00:00,13,2,1,0,0,0,0,0,1,3,0
2023-06-25 01:40:00+00:00,15,4,1,0,0,0,0,0,0,5,0
2023-06-25 01:50:00+00:00,14,1,1,0,0,0,0,0,0,7,0
2023-06-25 02:00:00+00:00,13,3,2,0,0,0,0,0,1,8,0
2023-06-25 02:10:00+00:00,7,5,3,0,0,0,0,0,0,5,0
2023-06-25 02:20:00+00:00,16,3,3,0,0,0,0,0,0,2,0
2023-06-25 02:30:00+00:00,10,3,1,0,0,0,0,0,1,5,0
2023-06-25 02:40:00+00:00,9,1,1,0,0,0,0,0,0,0,0
2023-06-25 02:50:00+00:00,8,0,3,0,0,0,0,0,0,5,0
2023-06-25 03:00:00+00:00,13,1,0,0,0,0,0,0,6,3,0
2023-06-25 03:10:00+00:00,10,0,0,0,0,0,0,0,0,5,0
2023-06-25 03:20:00+00:00,7,0,1,0,0,0,0,0,3,4,0
2023-06-25 03:30:00+00:00,9,4,1,0,0,0,0,0,0,5,0
2023-06-25 03:40:00+00:00,12,1,2,0,0,0,0,0,0,4,0
2023-06-25 03:50:00+00:00,9,2,0,0,0,0,0,0,0,3,0
2023-06-25 04:00:00+00:00,15,3,3,0,0,1,0,0,1,7,0
2023-06-25 04:10:00+00:00,11,2,1,0,0,0,0,0,1,7,0
2023-06-25 04:20:00+00:00,9,3,0,1,0,0,0,0,2,5,0
2023-06-25 04:30:00+00:00,7,5,1,0,0,0,0,0,2,8,1
2023-06-25 04:40:00+00:00,1,4,1,0,0,0,0,0,0,4,0
2023-06-25 04:50:00+00:00,3,2,0,0,0,0,0,0,0,1,0
2023-06-25 05:00:00+00:00,15,2,0,0,0,1,0,1,1,8,0
2023-06-25 05:10:00+00:00,16,1,2,0,0,0,0,0,1,2,0
2023-06-25 05:20:00+00:00,15,1,2,0,0,1,0,0,4,4,0
2023-06-25 05:30:00+00:00,15,1,2,0,0,1,0,0,4,4,0
2023-06-25 05:40:00+00:00,10,2,2,0,0,0,0,0,3,6,0
2023-06-25 05:50:00+00:00,22,1,3,0,0,1,0,0,2,5,1
2023-06-25 06:00:00+00:00,22,1,1,0,0,1,0,0,2,5,1
2023-06-25 06:10:00+00:00,18,0,1,0,0,0,0,0,2,1,0
2023-06-25 06:20:00+00:00,19,0,2,0,0,0,0,0,0,7,0
2023-06-25 06:30:00+00:00,20,2,2,0,0,0,0,0,2,6,0
2023-06-25 06:40:00+00:00,20,0,3,1,0,0,1,0,5,13,0
2023-06-25 06:50:00+00:00,21,2,3,0,0,1,2,2,3,7,0
2023-06-25 07:00:00+00:00,24,5,7,0,0,0,0,1,3,14,0
2023-06-25 07:10:00+00:00,26,5,2,0,0,0,0,1,5,20,0
2023-06-25 07:20:00+00:00,44,1,10,0,0,0,0,0,3,16,0
2023-06-25 07:30:00+00:00,35,1,5,1,0,0,0,2,3,14,1
2023-06-25 07:40:00+00:00,27,2,9,1,0,0,0,0,4,13,0
2023-06-25 07:50:00+00:00,42,6,6,0,0,0,0,0,0,16,1
2023-06-25 08:00:00+00:00,45,5,6,0,0,0,0,0,3,21,0
2023-06-25 08:10:00+00:00,41,6,8,0,0,0,0,1,2,18,0
2023-06-25 08:20:00+00:00,55,6,4,0,0,0,0,2,0,18,0
2023-06-25 08:30:00+00:00,61,3,6,0,0,0,0,0,3,24,2
2023-06-25 08:40:00+00:00,53,3,9,0,0,0,0,1,5,19,0
2023-06-25 08:50:00+00:00,52,3,7,0,0,0,0,1,1,20,1
2023-06-25 09:00:00+00:00,56,8,5,0,0,0,0,1,0,25,0
2023-06-25 09:10:00+00:00,56,4,5,0,0,0,0,0,3,30,0
2023-06-25 09:20:00+00:00,64,5,5,0,0,0,0,1,3,31,0
2023-06-25 09:30:00+00:00,73,8,4,0,0,0,0,0,1,31,1
2023-06-25 09:40:00+00:00,61,2,8,0,0,0,0,0,2,19,1
2023-06-25 09:50:00+00:00,74,5,9,0,0,0,0,0,1,26,0
2023-06-25 10:00:00+00:00,52,5,6,0,0,0,0,0,2,33,1
2023-06-25 10:10:00+00:00,67,6,4,0,0,1,0,1,1,23,1
2023-06-25 10:20:00+00:00,69,4,10,0,0,0,0,2,1,23,1
2023-06-25 10:30:00+00:00,74,5,9,0,0,0,0,1,0,30,1
2023-06-25 10:40:00+00:00,81,7,9,0,0,0,0,0,2,31,0
2023-06-25 10:50:00+00:00,80,9,4,0,0,0,0,0,0,30,0
2023-06-25 11:00:00+00:00,68,6,9,0,0,0,0,0,4,24,0
2023-06-25 11:10:00+00:00,64,8,14,0,0,1,0,3,1,23,3
2023-06-25 11:20:00+00:00,69,6,15,1,0,0,0,3,4,34,0
2023-06-25 11:30:00+00:00,87,8,9,0,0,1,0,0,1,26,0
2023-06-25 11:40:00+00:00,65,8,8,0,0,1,0,2,0,18,0
2023-06-25 11:50:00+00:00,59,7,7,0,0,0,0,0,0,31,1
2023-06-25 12:00:00+00:00,69,6,8,0,0,0,0,1,1,33,1
2023-06-25 12:10:00+00:00,74,6,12,0,0,2,1,2,1,35,2
2023-06-25 12:20:00+00:00,82,5,5,0,0,0,0,2,1,24,0
2023-06-25 12:30:00+00:00,72,4,7,0,0,0,0,1,2,31,0
2023-06-25 12:40:00+00:00,74,4,10,1,0,0,0,1,0,39,0
2023-06-25 12:50:00+00:00,68,8,12,0,0,0,0,2,1,32,0
2023-06-25 13:00:00+00:00,64,10,8,0,0,0,0,0,4,37,0
2023-06-25 13:10:00+00:00,72,9,4,0,0,1,0,1,4,42,0
2023-06-25 13:20:00+00:00,65,3,8,1,1,0,0,0,1,38,0
2023-06-25 13:30:00+00:00,81,13,11,0,0,0,0,0,3,40,2
2023-06-25 13:40:00+00:00,71,6,10,0,0,0,0,0,3,33,0
2023-06-25 13:50:00+00:00,77,10,3,0,0,0,0,0,3,20,2
2023-06-25 14:00:00+00:00,79,7,10,0,0,0,0,1,1,25,0
2023-06-25 14:10:00+00:00,73,10,4,0,0,0,0,0,0,26,0
2023-06-25 14:20:00+00:00,76,9,6,1,0,0,0,2,2,30,0
2023-06-25 14:30:00+00:00,75,9,7,0,0,1,0,0,2,30,1
2023-06-25 14:40:00+00:00,84,10,6,0,0,0,0,0,2,32,2
2023-06-25 14:50:00+00:00,64,9,5,0,0,0,0,1,1,37,0
2023-06-25 15:00:00+00:00,62,9,9,0,0,0,0,2,1,30,1
2023-06-25 15:10:00+00:00,69,8,4,0,0,0,0,0,3,26,1
2023-06-25 15:20:00+00:00,80,13,2,1,0,0,0,0,5,36,1
2023-06-25 15:30:00+00:00,83,6,2,0,0,0,0,0,1,29,0
2023-06-25 15:40:00+00:00,87,9,6,0,0,0,0,2,3,36,0
2023-06-25 15:50:00+00:00,87,9,10,0,0,0,0,2,3,36,0
2023-06-25 16:00:00+00:00,72,18,2,0,0,0,0,0,3,32,0
2023-06-25 16:10:00+00:00,67,11,6,0,0,0,0,0,1,39,0
2023-06-25 16:20:00+00:00,81,18,2,0,0,0,0,0,3,32,0
2023-06-25 16:30:00+00:00,94,9,9,1,0,0,0,0,1,42,0
2023-06-25 16:40:00+00:00,89,4,3,0,0,0,0,0,1,30,0
2023-06-25 16:50:00+00:00,89,10,4,0,0,0,0,0,2,26,1
2023-06-25 17:00:00+00:00,71,10,2,1,0,0,0,0,3,39,0
2023-06-25 17:10:00+00:00,73,11,1,0,0,1,0,0,3,45,0
2023-06-25 17:20:00+00:00,82,3,3,0,0,0,0,0,1,34,0
2023-06-25 17:30:00+00:00,76,11,0,0,0,1,0,0,2,47,1
2023-06-25 17:40:00+00:00,71,11,9,0,0,0,0,2,3,42,0
2023-06-25 17:50:00+00:00,72,13,3,1,0,0,0,0,6,40,0
2023-06-25 18:00:00+00:00,77,19,5,0,0,0,1,1,2,35,0
2023-06-25 18:10:00+00:00,60,18,4,0,0,1,0,0,3,37,2
2023-06-25 18:20:00+00:00,68,9,4,0,0,0,0,0,3,44,0
2023-06-25 18:30:00+00:00,68,16,3,0,0,0,0,0,3,42,2
2023-06-25 18:40:00+00:00,67,15,3,0,0,0,0,1,0,35,1
2023-06-25 18:50:00+00:00,66,13,4,0,0,0,0,0,2,37,0
2023-06-25 19:00:00+00:00,59,12,3,1,0,0,0,0,5,26,0
2023-06-25 19:10:00+00:00,55,12,2,0,0,0,0,1,4,30,0
2023-06-25 19:20:00+00:00,38,10,6,0,0,0,0,1,0,28,1
2023-06-25 19:30:00+00:00,66,9,5,0,0,0,0,0,0,37,0
2023-06-25 19:40:00+00:00,50,7,5,0,0,0,0,0,1,23,1
2023-06-25 19:50:00+00:00,36,7,3,0,0,0,0,0,1,24,0
2023-06-25 20:00:00+00:00,55,17,3,0,0,0,1,3,2,25,0
2023-06-25 20:10:00+00:00,51,10,1,0,0,0,0,0,1,14,0
2023-06-25 20:20:00+00:00,48,6,3,0,0,0,0,0,2,24,0
2023-06-25 20:30:00+00:00,45,11,6,0,0,0,0,3,2,18,0
2023-06-25 20:40:00+00:00,30,8,2,0,0,0,1,1,0,19,0
2023-06-25 20:50:00+00:00,42,8,3,0,0,0,0,1,3,24,0
2023-06-25 21:00:00+00:00,26,5,0,0,0,0,0,0,0,20,0
2023-06-25 21:10:00+00:00,37,8,0,0,0,0,0,1,0,11,0
2023-06-25 21:20:00+00:00,25,6,1,0,0,0,1,0,1,28,0
2023-06-25 21:30:00+00:00,22,3,1,0,0,0,0,0,1,11,0
2023-06-25 21:40:00+00:00,23,8,0,0,0,0,0,0,3,12,0
2023-06-25 21:50:00+00:00,21,2,1,0,0,0,0,0,0,12,0
2023-06-25 22:00:00+00:00,15,3,3,0,0,1,0,0,0,5,0
2023-06-25 22:10:00+00:00,19,3,2,0,0,0,0,0,0,4,0
2023-06-25 22:20:00+00:00,13,5,0,0,0,1,0,0,2,2,0
2023-06-25 22:30:00+00:00,9,3,2,0,0,0,1,0,1,4,0
2023-06-25 22:40:00+00:00,6,5,0,0,0,1,0,0,3,6,0
2023-06-25 22:50:00+00:00,7,3,0,0,0,0,0,0,0,5,0
2023-06-25 23:00:00+00:00,9,3,2,0,0,1,0,0,0,4,0
2023-06-25 23:10:00+00:00,12,1,0,0,0,1,0,0,0,4,0
2023-06-25 23:20:00+00:00,11,2,0,0,0,0,0,0,1,5,0
2023-06-25 23:30:00+00:00,7,0,0,0,0,0,0,0,0,4,0
2023-06-25 23:40:00+00:00,4,3,0,0,0,1,0,0,1,4,0
2023-06-25 23:50:00+00:00,2,0,0,0,0,0,0,0,0,2,0
2023-06-26 00:00:00+00:00,9,1,1,0,0,0,0,0,2,1,0
2023-06-26 00:10:00+00:00,6,2,2,0,0,0,0,0,0,4,0
2023-06-26 00:20:00+00:00,1,0,0,0,0,0,0,0,4,5,0
2023-06-26 00:30:00+00:00,3,0,2,0,0,0,0,1,2,0,0
2023-06-26 00:40:00+00:00,5,0,0,0,0,0,0,0,0,0,0
2023-06-26 00:50:00+00:00,3,1,1,1,0,0,0,0,0,1,0
2023-06-26 01:00:00+00:00,4,1,0,0,0,0,0,1,1,0,0
2023-06-26 01:10:00+00:00,6,2,0,0,0,0,0,0,0,1,0
2023-06-26 01:20:00+00:00,6,2,0,0,0,0,0,0,0,1,0
2023-06-26 01:30:00+00:00,3,1,0,0,0,0,0,0,0,0,0
2023-06-26 01:40:00+00:00,1,0,0,0,0,0,0,0,0,2,0
2023-06-26 01:50:00+00:00,5,0,0,0,0,0,0,0,0,3,0
2023-06-26 02:00:00+00:00,2,0,0,0,0,0,0,0,0,1,0
2023-06-26 02:10:00+00:00,5,2,0,1,0,0,0,0,1,2,0
2023-06-26 02:20:00+00:00,8,0,1,0,0,0,0,0,0,2,0
2023-06-26 02:30:00+00:00,7,3,1,0,0,0,0,0,0,4,0
2023-06-26 02:40:00+00:00,8,2,2,0,0,0,0,0,0,4,0
2023-06-26 02:50:00+00:00,10,1,1,0,0,0,0,0,1,2,0
2023-06-26 03:00:00+00:00,17,0,0,1,0,0,0,0,2,7,1
2023-06-26 03:10:00+00:00,16,3,1,0,0,2,0,0,0,13,0
2023-06-26 03:20:00+00:00,16,3,1,0,0,2,0,0,0,13,0
2023-06-26 03:30:00+00:00,21,5,0,2,0,1,0,0,0,5,1
2023-06-26 03:40:00+00:00,2,4,4,1,0,0,0,0,0,8,0
2023-06-26 03:50:00+00:00,9,6,2,1,0,0,0,0,0,20,0
2023-06-26 04:00:00+00:00,8,7,4,1,0,0,0,0,1,16,0
2023-06-26 04:10:00+00:00,18,9,6,2,0,0,0,0,2,20,0
2023-06-26 04:20:00+00:00,21,12,5,2,1,0,0,1,0,6,0
2023-06-26 04:30:00+00:00,4,15,3,2,0,0,0,0,1,9,0
2023-06-26 04:40:00+00:00,38,18,11,3,0,0,0,0,1,28,0
2023-06-26 04:50:00+00:00,51,12,5,5,0,0,0,1,1,16,0
2023-06-26 05:00:00+00:00,63,22,6,3,2,0,0,6,2,18,3
2023-06-26 05:10:00+00:00,71,14,5,6,0,3,1,5,5,37,2
2023-06-26 05:20:00+00:00,93,19,11,0,0,0,0,1,5,41,1
2023-06-26 05:30:00+00:00,93,17,6,4,0,0,1,2,10,38,0
2023-06-26 05:40:00+00:00,128,25,13,1,0,0,0,3,8,55,0
2023-06-26 05:50:00+00:00,106,28,10,1,1,1,0,2,11,53,0
2023-06-26 06:00:00+00:00,90,27,12,0,0,1,1,0,12,33,1
2023-06-26 06:10:00+00:00,117,32,8,2,0,2,1,3,10,53,1
2023-06-26 06:20:00+00:00,140,23,9,0,0,1,0,2,7,61,0
2023-06-26 06:30:00+00:00,134,23,10,1,2,0,0,1,8,60,0
2023-06-26 06:40:00+00:00,130,28,12,1,0,1,0,0,12,78,1
2023-06-26 06:50:00+00:00,133,28,21,3,0,1,1,2,11,60,1
2023-06-26 07:00:00+00:00,140,28,20,1,0,1,0,1,4,50,0
2023-06-26 07:10:00+00:00,127,28,19,1,1,1,0,4,15,61,1
2023-06-26 07:20:00+00:00,104,17,11,1,0,0,1,3,16,50,0
2023-06-26 07:30:00+00:00,130,15,25,1,0,0,0,0,9,43,0
2023-06-26 07:40:00+00:00,109,21,15,6,0,0,0,5,12,47,1
2023-06-26 07:50:00+00:00,114,21,14,3,2,0,0,2,6,44,0
2023-06-26 08:00:00+00:00,114,19,12,6,0,1,0,3,1,44,0
2023-06-26 08:10:00+00:00,113,21,15,3,1,0,0,1,3,52,1
2023-06-26 08:20:00+00:00,116,14,10,0,0,0,0,3,3,43,2
2023-06-26 08:30:00+00:00,120,25,16,1,0,3,0,3,2,40,6
2023-06-26 08:40:00+00:00,106,22,14,0,0,1,0,2,4,37,0
2023-06-26 08:50:00+00:00,100,27,6,1,2,2,0,0,6,36,3
2023-06-26 09:00:00+00:00,91,32,13,3,0,2,0,1,6,51,0
2023-06-26 09:10:00+00:00,105,19,15,2,0,1,1,2,4,46,1
2023-06-26 09:20:00+00:00,93,18,14,2,0,0,0,0,2,44,0
2023-06-26 09:30:00+00:00,110,20,13,1,0,2,0,0,1,44,1
2023-06-26 09:40:00+00:00,94,22,14,2,0,0,0,1,3,48,2
2023-06-26 09:50:00+00:00,117,10,7,1,0,0,0,4,1,34,0
2023-06-26 10:00:00+00:00,101,19,11,3,0,1,0,1,1,25,2
2023-06-26 10:10:00+00:00,105,17,12,0,0,1,0,4,2,46,1
2023-06-26 10:20:00+00:00,95,25,7,1,0,0,0,1,3,38,0
2023-06-26 10:30:00+00:00,91,29,7,0,0,1,0,0,2,38,0
2023-06-26 10:40:00+00:00,80,15,10,0,0,0,0,1,1,48,2
2023-06-26 10:50:00+00:00,94,10,8,0,0,2,0,4,1,37,1
2023-06-26 11:00:00+00:00,100,14,18,1,1,0,0,5,1,31,0
2023-06-26 11:10:00+00:00,102,12,9,0,0,0,2,10,1,41,1
2023-06-26 11:20:00+00:00,89,14,12,0,1,0,0,2,1,34,0
2023-06-26 11:30:00+00:00,96,11,13,4,0,0,0,0,3,37,1
2023-06-26 11:40:00+00:00,98,16,18,2,0,1,0,2,2,47,5
2023-06-26 11:50:00+00:00,105,20,9,1,1,1,0,3,1,47,1
2023-06-26 12:00:00+00:00,116,24,16,1,0,0,0,2,4,35,0
2023-06-26 12:10:00+00:00,113,22,10,2,0,1,0,1,1,45,2
2023-06-26 12:20:00+00:00,125,20,15,1,0,0,0,0,2,60,0
2023-06-26 12:30:00+00:00,103,26,16,1,0,2,0,1,6,38,0
2023-06-26 12:40:00+00:00,111,26,11,2,0,1,0,2,4,58,1
2023-06-26 12:50:00+00:00,115,19,14,1,0,0,0,4,5,48,0
2023-06-26 13:00:00+00:00,126,20,13,1,0,1,0,3,5,51,0
2023-06-26 13:10:00+00:00,96,13,18,1,0,0,0,0,1,55,0
2023-06-26 13:20:00+00:00,122,18,18,1,0,2,0,1,2,57,1
2023-06-26 13:30:00+00:00,126,28,20,1,0,1,0,0,4,65,0
2023-06-26 13:40:00+00:00,115,21,19,0,0,1,0,1,2,71,0
2023-06-26 13:50:00+00:00,116,24,17,1,0,0,0,2,2,62,0
2023-06-26 14:00:00+00:00,113,21,21,0,0,3,0,1,3,44,0
2023-06-26 14:10:00+00:00,140,21,21,1,0,3,1,0,3,45,2
2023-06-26 14:20:00+00:00,118,16,14,0,1,0,0,3,0,56,0
2023-06-26 14:30:00+00:00,115,24,19,1,0,1,0,0,2,55,1
2023-06-26 14:40:00+00:00,96,30,11,1,0,4,0,1,5,48,1
2023-06-26 14:50:00+00:00,128,23,18,0,0,0,0,0,2,53,0
2023-06-26 15:00:00+00:00,129,20,19,1,0,2,0,0,3,49,1
2023-06-26 15:10:00+00:00,133,18,11,1,1,0,0,1,2,61,0
2023-06-26 15:20:00+00:00,127,25,12,0,0,0,0,2,3,40,2
2023-06-26 15:30:00+00:00,108,19,11,0,0,0,0,3,0,43,2
2023-06-26 15:40:00+00:00,115,19,15,0,0,0,0,3,5,42,0
2023-06-26 15:50:00+00:00,109,29,26,0,0,1,0,5,5,45,2
2023-06-26 16:00:00+00:00,145,25,11,0,0,1,1,2,2,43,2
2023-06-26 16:10:00+00:00,123,30,6,0,0,3,0,2,6,51,0
2023-06-26 16:20:00+00:00,75,42,9,2,0,1,0,1,15,64,1
2023-06-26 16:30:00+00:00,104,47,14,2,0,0,0,1,16,43,4
2023-06-26 16:40:00+00:00,123,30,11,0,0,0,0,1,0,51,0
2023-06-26 16:50:00+00:00,159,29,9,0,0,0,0,5,4,48,0
2023-06-26 17:00:00+00:00,133,28,18,0,0,3,0,3,5,43,1
2023-06-26 17:10:00+00:00,100,37,8,1,0,2,0,3,10,40,2
2023-06-26 17:20:00+00:00,46,10,17,0,0,1,1,0,0,26,0
2023-06-26 17:30:00+00:00,30,5,11,0,1,0,0,3,0,12,0
2023-06-26 17:40:00+00:00,33,4,9,0,2,0,1,2,1,12,0
2023-06-26 17:50:00+00:00,35,10,14,2,0,0,0,3,0,13,0
2023-06-26 18:00:00+00:00,58,13,11,0,0,1,0,1,4,31,0
2023-06-26 18:10:00+00:00,28,9,9,0,0,0,0,0,0,26,0
2023-06-26 18:20:00+00:00,8,7,7,2,0,0,0,0,0,5,0
2023-06-26 18:30:00+00:00,0,2,12,1,0,0,0,0,0,2,0
2023-06-26 18:40:00+00:00,2,1,11,0,0,0,0,0,0,0,0
2023-06-26 18:50:00+00:00,45,11,12,2,0,0,0,1,1,11,0
2023-06-26 19:00:00+00:00,50,6,3,0,0,0,0,1,3,23,0
2023-06-26 19:10:00+00:00,62,7,11,0,0,3,0,0,1,25,0
2023-06-26 19:20:00+00:00,50,3,10,0,0,0,0,0,3,27,0
2023-06-26 19:30:00+00:00,49,10,10,0,0,0,1,0,2,20,0
2023-06-26 19:40:00+00:00,43,7,9,0,0,0,0,1,3,17,0
2023-06-26 19:50:00+00:00,50,9,7,0,0,1,1,0,0,29,0
2023-06-26 20:00:00+00:00,52,4,8,0,0,0,0,0,3,16,0
2023-06-26 20:10:00+00:00,34,4,9,0,0,0,0,0,2,15,0
2023-06-26 20:20:00+00:00,31,5,5,0,0,1,0,1,0,20,3
2023-06-26 20:30:00+00:00,41,5,6,0,0,1,0,0,5,23,1
2023-06-26 20:40:00+00:00,32,2,5,0,0,0,0,2,1,22,1
2023-06-26 20:50:00+00:00,29,3,7,0,0,1,0,0,0,16,0
2023-06-26 21:00:00+00:00,24,8,5,0,0,0,0,0,3,14,2
2023-06-26 21:10:00+00:00,33,8,1,1,0,0,0,0,0,14,0
2023-06-26 21:20:00+00:00,32,4,7,0,0,1,0,1,2,12,0
2023-06-26 21:30:00+00:00,24,3,4,0,0,0,0,0,0,11,0
2023-06-26 21:40:00+00:00,23,2,3,0,0,0,1,2,0,11,0
2023-06-26 21:50:00+00:00,22,7,4,0,0,0,0,0,2,14,1
2023-06-26 22:00:00+00:00,25,2,2,0,0,0,0,1,1,11,0
2023-06-26 22:10:00+00:00,21,3,6,0,0,1,0,0,1,12,0
2023-06-26 22:20:00+00:00,14,4,3,0,0,1,0,0,0,5,0
2023-06-26 22:30:00+00:00,23,2,1,0,0,0,0,0,2,2,0
2023-06-26 22:40:00+00:00,19,2,1,1,0,0,0,0,0,3,0
2023-06-26 22:50:00+00:00,7,3,1,0,0,0,0,0,3,11,0
2023-06-26 23:00:00+00:00,11,1,0,0,0,0,0,0,1,6,0
2023-06-26 23:10:00+00:00,8,2,2,0,0,0,0,0,3,3,0
2023-06-26 23:20:00+00:00,11,1,2,0,0,0,0,0,0,2,0
2023-06-26 23:30:00+00:00,5,0,0,0,0,0,0,0,0,0,0
2023-06-26 23:40:00+00:00,7,1,1,0,0,1,0,0,2,5,1
2023-06-26 23:50:00+00:00,3,0,0,0,0,0,0,0,0,2,0
2023-06-27 00:00:00+00:00,11,1,0,0,0,0,0,0,0,0,0
2023-06-27 00:10:00+00:00,6,2,2,0,0,0,0,0,0,2,0
2023-06-27 00:20:00+00:00,3,1,1,0,0,0,0,0,0,0,0
2023-06-27 00:30:00+00:00,4,0,1,0,0,0,0,0,1,3,0
2023-06-27 00:40:00+00:00,2,0,0,0,0,0,0,0,2,1,0
2023-06-27 00:50:00+00:00,6,0,1,1,0,1,0,0,0,3,0
2023-06-27 01:00:00+00:00,2,1,0,0,0,0,1,0,0,3,0
2023-06-27 01:10:00+00:00,10,3,0,1,0,0,0,0,1,2,0
2023-06-27 01:20:00+00:00,5,0,0,0,0,0,0,0,0,0,0
2023-06-27 01:30:00+00:00,6,1,1,0,0,0,0,0,0,1,0
2023-06-27 01:40:00+00:00,3,0,1,1,0,0,0,0,0,4,0
2023-06-27 01:50:00+00:00,8,3,0,0,0,0,0,0,1,4,0
2023-06-27 02:00:00+00:00,7,3,0,0,0,0,0,0,1,4,0
2023-06-27 02:10:00+00:00,5,1,1,0,0,0,0,0,0,2,0
