,PKW (S),Transporter (S),Fahrräder,Transporter (R),Kleintransporter (R),Kleintransporter (S),Motorrad (R),LKW (R),Motorrad (S),PKW (R),LKW (S)
2023-01-03 10:30:00+00:00,66,22,6,1,0,0,0,0,1,31,1
2023-01-03 10:40:00+00:00,77,26,4,6,0,0,0,1,4,34,0
2023-01-03 10:50:00+00:00,59,25,5,2,0,1,0,1,1,38,0
2023-01-03 11:00:00+00:00,57,25,6,3,0,1,0,0,3,33,0
2023-01-03 11:10:00+00:00,82,19,5,1,0,0,1,0,4,33,1
2023-01-03 11:20:00+00:00,58,16,9,4,0,0,0,1,4,38,2
2023-01-03 11:30:00+00:00,61,28,2,1,0,0,0,0,3,28,0
2023-01-03 11:40:00+00:00,50,28,5,4,1,0,0,0,1,27,2
2023-01-03 11:50:00+00:00,58,29,8,3,0,0,0,1,1,38,0
2023-01-03 12:00:00+00:00,70,27,5,0,0,0,0,1,4,33,0
2023-01-03 12:10:00+00:00,52,17,2,1,1,0,0,0,7,31,3
2023-01-03 12:20:00+00:00,56,18,5,3,0,0,0,0,5,27,0
2023-01-03 12:30:00+00:00,63,33,6,1,0,0,0,0,10,34,1
2023-01-03 12:40:00+00:00,58,23,6,2,0,0,0,0,2,36,0
2023-01-03 12:50:00+00:00,69,23,4,4,0,1,0,1,3,30,0
2023-01-03 13:00:00+00:00,71,31,6,3,0,0,0,0,5,35,1
2023-01-03 13:10:00+00:00,78,27,9,4,0,3,0,0,5,43,2
2023-01-03 13:20:00+00:00,57,21,7,1,0,0,0,0,5,42,0
2023-01-03 13:30:00+00:00,47,29,8,1,0,0,0,0,3,38,0
2023-01-03 13:40:00+00:00,67,26,4,1,0,1,0,0,2,34,1
2023-01-03 13:50:00+00:00,66,23,3,1,0,0,0,0,1,41,0
2023-01-03 14:00:00+00:00,65,28,10,3,0,0,0,0,6,45,0
2023-01-03 14:10:00+00:00,61,29,12,4,0,0,0,0,3,30,1
2023-01-03 14:20:00+00:00,92,36,12,4,0,0,0,1,0,35,0
2023-01-03 14:30:00+00:00,83,29,6,8,0,2,0,0,3,33,1
2023-01-03 14:40:00+00:00,68,24,10,6,0,0,0,2,1,18,2
2023-01-03 14:50:00+00:00,64,25,10,4,0,0,0,1,1,32,0
2023-01-03 15:00:00+00:00,75,35,4,1,0,0,0,1,5,26,0
2023-01-03 15:10:00+00:00,74,20,12,5,0,0,0,1,1,44,0
2023-01-03 15:20:00+00:00,65,26,9,2,0,0,0,5,0,33,1
2023-01-03 15:30:00+00:00,73,26,11,1,0,0,0,0,1,52,0
2023-01-03 15:40:00+00:00,68,23,10,1,0,0,0,0,1,41,0
2023-01-03 15:50:00+00:00,78,28,6,1,0,0,0,0,0,36,0
2023-01-03 16:00:00+00:00,71,34,6,3,0,0,0,0,4,39,2
2023-01-03 16:10:00+00:00,65,24,11,0,1,0,0,0,2,37,0
2023-01-03 16:20:00+00:00,61,23,7,2,0,0,1,0,1,36,0
2023-01-03 16:30:00+00:00,78,33,4,3,0,0,0,0,1,41,0
2023-01-03 16:40:00+00:00,85,15,7,1,0,1,0,0,1,37,1
2023-01-03 16:50:00+00:00,78,23,11,3,0,0,0,0,1,38,0
2023-01-03 17:00:00+00:00,59,23,5,1,0,0,0,1,0,29,0
2023-01-03 17:10:00+00:00,62,22,9,1,0,0,0,0,2,28,0
2023-01-03 17:20:00+00:00,56,28,12,1,1,1,0,1,1,39,0
2023-01-03 17:30:00+00:00,52,28,6,0,0,2,0,1,1,30,0
2023-01-03 17:40:00+00:00,47,25,8,2,0,0,1,0,2,37,0
2023-01-03 17:50:00+00:00,50,15,6,2,0,0,0,0,3,21,0
2023-01-03 18:00:00+00:00,48,16,6,3,0,0,0,0,0,22,0
2023-01-03 18:10:00+00:00,50,23,15,1,0,0,0,0,1,31,0
2023-01-03 18:20:00+00:00,50,12,9,3,0,0,0,0,0,15,1
2023-01-03 18:30:00+00:00,43,10,6,2,0,0,0,0,1,20,0
2023-01-03 18:40:00+00:00,38,8,6,0,0,0,0,0,0,26,0
2023-01-03 18:50:00+00:00,33,18,4,0,0,0,0,0,0,20,0
2023-01-03 19:00:00+00:00,30,14,5,0,0,0,0,0,2,19,3
2023-01-03 19:10:00+00:00,31,10,5,2,0,0,0,0,1,12,0
2023-01-03 19:20:00+00:00,29,13,9,1,0,0,0,0,0,13,0
2023-01-03 19:30:00+00:00,27,13,5,0,0,0,0,0,1,15,0
2023-01-03 19:40:00+00:00,27,15,5,0,0,0,0,0,1,17,0
2023-01-03 19:50:00+00:00,24,5,6,0,0,0,0,4,0,12,0
2023-01-03 20:00:00+00:00,20,9,3,1,0,0,0,0,0,8,0
2023-01-03 20:10:00+00:00,22,6,4,0,0,0,0,0,0,10,0
2023-01-03 20:20:00+00:00,36,8,2,0,0,1,0,0,1,18,0
2023-01-03 20:30:00+00:00,20,9,3,1,0,0,0,0,1,18,0
2023-01-03 20:40:00+00:00,20,4,3,0,0,0,0,0,1,18,0
2023-01-03 20:50:00+00:00,21,6,3,0,0,0,0,0,4,16,0
2023-01-03 21:00:00+00:00,14,7,5,1,0,0,0,0,0,13,0
2023-01-03 21:10:00+00:00,16,6,1,1,0,2,0,0,1,22,0
2023-01-03 21:20:00+00:00,18,1,2,0,0,0,0,0,0,17,0
2023-01-03 21:30:00+00:00,23,6,2,0,0,0,0,1,1,20,0
2023-01-03 21:40:00+00:00,14,4,6,0,0,0,0,0,2,13,0
2023-01-03 21:50:00+00:00,22,8,2,0,0,0,0,0,3,14,0
2023-01-03 22:00:00+00:00,19,6,4,0,0,0,0,0,0,12,0
2023-01-03 22:10:00+00:00,8,3,1,0,0,0,0,0,0,10,0
2023-01-03 22:20:00+00:00,7,2,1,0,0,0,0,0,0,9,0
2023-01-03 22:30:00+00:00,8,3,1,0,0,0,0,0,0,8,0
2023-01-03 22:40:00+00:00,12,3,3,0,0,0,0,0,0,11,0
2023-01-03 22:50:00+00:00,7,3,1,1,0,1,0,0,1,3,2
2023-01-03 23:00:00+00:00,8,3,2,0,0,0,0,0,0,4,0
2023-01-03 23:10:00+00:00,4,4,1,1,0,2,0,0,1,2,1
2023-01-03 23:20:00+00:00,5,4,1,2,0,0,0,0,0,5,0
2023-01-03 23:30:00+00:00,7,4,2,0,0,0,0,0,0,5,0
2023-01-03 23:40:00+00:00,3,3,1,1,0,3,0,0,0,1,0
2023-01-03 23:50:00+00:00,3,1,2,0,0,0,0,0,0,4,0
2023-01-04 00:00:00+00:00,7,2,1,0,0,0,0,0,0,3,0
2023-01-04 00:10:00+00:00,2,1,0,0,0,0,0,0,0,2,0
2023-01-04 00:20:00+00:00,2,1,1,0,0,0,0,0,0,1,0
2023-01-04 00:30:00+00:00,3,1,0,1,0,0,0,0,0,1,0
2023-01-04 00:40:00+00:00,6,2,0,0,0,0,0,0,0,2,0
2023-01-04 00:50:00+00:00,3,2,0,1,0,2,0,0,0,0,1
2023-01-04 01:00:00+00:00,5,1,1,0,0,0,0,0,1,1,0
2023-01-04 01:10:00+00:00,4,1,0,0,0,0,0,0,0,2,0
2023-01-04 01:20:00+00:00,3,1,0,0,1,0,0,0,0,1,0
2023-01-04 01:30:00+00:00,3,2,0,1,0,0,0,0,0,2,3
2023-01-04 01:40:00+00:00,4,0,0,0,0,0,0,0,0,4,0
2023-01-04 01:50:00+00:00,2,1,0,0,0,0,0,0,0,1,0
2023-01-04 02:00:00+00:00,7,2,0,0,0,0,1,0,0,1,0
2023-01-04 02:10:00+00:00,2,1,1,0,0,0,0,0,0,1,0
2023-01-04 02:20:00+00:00,2,2,0,1,0,0,0,0,0,1,0
2023-01-04 02:30:00+00:00,3,0,0,0,0,0,0,0,1,2,0
2023-01-04 02:40:00+00:00,1,1,0,1,0,0,0,0,0,2,0
2023-01-04 02:50:00+00:00,2,2,0,0,0,0,0,0,0,1,0
2023-01-04 03:00:00+00:00,4,2,0,0,0,0,0,0,0,1,0
2023-01-04 03:10:00+00:00,5,3,0,0,0,0,0,0,1,4,0
2023-01-04 03:20:00+00:00,4,4,0,0,0,0,0,0,0,6,0
2023-01-04 03:30:00+00:00,0,0,1,0,0,2,0,0,1,2,0
2023-01-04 03:40:00+00:00,3,3,1,0,0,0,0,0,0,2,0
2023-01-04 03:50:00+00:00,6,0,1,0,0,1,0,0,0,1,1
2023-01-04 04:00:00+00:00,8,2,0,0,0,0,0,0,0,2,1
2023-01-04 04:10:00+00:00,12,3,2,1,0,0,0,0,0,7,1
2023-01-04 04:20:00+00:00,6,2,2,1,0,0,1,0,0,9,0
2023-01-04 04:30:00+00:00,17,2,1,0,0,0,0,0,0,12,0
2023-01-04 04:40:00+00:00,15,7,2,1,0,0,0,0,0,10,0
2023-01-04 04:50:00+00:00,16,9,0,0,0,0,0,0,0,20,0
2023-01-04 05:00:00+00:00,21,4,1,0,0,1,0,0,0,26,1
2023-01-04 05:10:00+00:00,15,5,2,0,0,0,0,0,1,28,0
2023-01-04 05:20:00+00:00,13,7,0,2,0,0,0,0,2,16,0
2023-01-04 05:30:00+00:00,24,11,3,2,0,0,0,0,2,21,0
2023-01-04 05:40:00+00:00,22,10,5,1,0,0,0,1,1,29,1
2023-01-04 05:50:00+00:00,21,10,6,4,0,0,0,0,3,23,0
2023-01-04 06:00:00+00:00,36,16,3,3,0,0,0,0,2,26,0
2023-01-04 06:10:00+00:00,32,21,4,4,0,0,0,3,6,31,0
2023-01-04 06:20:00+00:00,33,12,7,1,0,0,0,1,1,30,0
2023-01-04 06:30:00+00:00,65,21,4,0,0,0,0,0,7,42,0
2023-01-04 06:40:00+00:00,43,18,5,1,0,0,1,0,4,39,0
2023-01-04 06:50:00+00:00,44,23,8,3,0,0,0,0,8,29,0
2023-01-04 07:00:00+00:00,52,25,4,2,0,0,0,0,5,40,0
2023-01-04 07:10:00+00:00,64,18,12,3,0,0,0,0,5,29,0
2023-01-04 07:20:00+00:00,57,19,15,2,0,0,0,0,4,42,0
2023-01-04 07:30:00+00:00,53,23,9,2,0,0,0,0,6,30,0
2023-01-04 07:40:00+00:00,56,12,9,5,0,0,0,0,4,34,0
2023-01-04 07:50:00+00:00,62,28,8,2,0,0,0,0,6,26,0
2023-01-04 08:00:00+00:00,56,26,8,2,1,0,1,0,2,38,0
2023-01-04 08:10:00+00:00,46,33,11,4,0,0,0,0,6,28,0
2023-01-04 08:20:00+00:00,62,19,6,1,0,0,0,0,6,29,0
2023-01-04 08:30:00+00:00,53,30,5,2,0,0,0,2,1,32,0
2023-01-04 08:40:00+00:00,47,20,9,3,0,0,0,0,2,37,0
2023-01-04 08:50:00+00:00,62,19,7,4,0,0,0,0,5,29,0
2023-01-04 09:00:00+00:00,80,31,7,3,0,0,0,0,4,29,0
2023-01-04 09:10:00+00:00,49,32,11,0,0,0,0,0,2,31,0
2023-01-04 09:20:00+00:00,64,14,9,3,0,0,1,1,1,30,0
2023-01-04 09:30:00+00:00,69,21,11,2,0,0,0,0,2,28,0
2023-01-04 09:40:00+00:00,60,22,3,2,0,0,0,2,4,34,0
2023-01-04 09:50:00+00:00,70,32,6,1,0,0,0,0,2,37,0
2023-01-04 10:00:00+00:00,83,22,3,5,0,0,0,0,2,27,0
2023-01-04 10:10:00+00:00,66,30,10,4,0,0,0,0,0,37,0
2023-01-04 10:20:00+00:00,46,25,1,2,0,0,0,0,1,26,0
2023-01-04 10:30:00+00:00,54,27,1,2,0,0,0,0,4,34,0
2023-01-04 10:40:00+00:00,61,20,2,3,0,0,0,0,4,33,0
2023-01-04 10:50:00+00:00,62,27,11,5,0,0,0,0,3,36,0
2023-01-04 11:00:00+00:00,69,22,5,1,0,0,0,0,0,28,1
2023-01-04 11:10:00+00:00,55,18,9,4,0,0,0,0,3,28,0
2023-01-04 11:20:00+00:00,61,22,6,5,0,1,0,0,3,32,0
2023-01-04 11:30:00+00:00,74,26,10,6,0,0,0,0,1,28,0
2023-01-04 11:40:00+00:00,53,22,9,6,0,0,0,0,1,31,1
2023-01-04 11:50:00+00:00,79,23,11,4,0,0,0,0,1,36,0
2023-01-04 12:00:00+00:00,57,26,9,6,0,0,0,0,2,23,0
2023-01-04 12:10:00+00:00,60,20,7,3,0,0,0,1,3,31,0
2023-01-04 12:20:00+00:00,74,14,4,2,0,0,1,0,0,29,0
2023-01-04 12:30:00+00:00,64,36,4,1,0,0,0,0,1,35,0
2023-01-04 12:40:00+00:00,55,26,6,3,0,0,0,1,1,28,0
2023-01-04 12:50:00+00:00,53,28,6,3,0,0,0,0,0,30,0
2023-01-04 13:00:00+00:00,54,27,5,2,0,0,0,0,1,29,0
2023-01-04 13:10:00+00:00,68,32,11,3,0,0,0,2,0,33,0
2023-01-04 13:20:00+00:00,71,17,5,5,0,0,0,1,2,34,0
2023-01-04 13:30:00+00:00,66,24,6,1,0,1,0,0,0,38,0
2023-01-04 13:40:00+00:00,62,27,5,2,0,0,0,1,1,29,1
2023-01-04 13:50:00+00:00,83,17,5,2,0,0,2,0,7,37,0
2023-01-04 14:00:00+00:00,71,20,8,1,0,0,2,0,8,30,0
2023-01-04 14:10:00+00:00,63,22,6,1,0,0,0,1,1,44,0
2023-01-04 14:20:00+00:00,69,20,6,1,0,0,1,1,2,29,0
2023-01-04 14:30:00+00:00,50,25,6,4,0,0,1,0,3,23,0
2023-01-04 14:40:00+00:00,68,20,4,2,0,0,0,1,1,32,0
2023-01-04 14:50:00+00:00,74,21,7,0,0,0,0,0,2,45,0
2023-01-04 15:00:00+00:00,61,28,7,1,0,2,0,0,1,40,1
2023-01-04 15:10:00+00:00,53,33,6,1,0,0,0,0,1,36,0
2023-01-04 15:20:00+00:00,58,26,11,2,0,0,0,0,1,44,0
2023-01-04 15:30:00+00:00,50,23,8,1,0,0,0,1,0,35,0
2023-01-04 15:40:00+00:00,69,31,4,2,0,0,0,0,0,42,3
2023-01-04 15:50:00+00:00,60,23,8,2,0,0,0,0,0,34,0
2023-01-04 16:00:00+00:00,69,28,8,7,0,0,0,0,1,46,0
2023-01-04 16:10:00+00:00,78,16,8,0,0,0,0,0,2,41,0
2023-01-04 16:20:00+00:00,67,20,7,5,0,0,0,0,2,26,0
2023-01-04 16:30:00+00:00,59,26,7,2,0,0,0,0,1,31,0
2023-01-04 16:40:00+00:00,64,26,4,2,0,2,0,0,1,40,0
2023-01-04 16:50:00+00:00,66,27,8,1,0,0,0,0,3,40,0
2023-01-04 17:00:00+00:00,63,27,7,3,0,0,0,0,1,32,0
2023-01-04 17:10:00+00:00,74,22,10,2,0,0,0,0,1,40,0
2023-01-04 17:20:00+00:00,52,22,11,3,0,0,0,0,1,28,0
2023-01-04 17:30:00+00:00,55,18,9,0,0,1,0,1,2,33,0
2023-01-04 17:40:00+00:00,39,23,7,0,0,0,0,0,0,28,1
2023-01-04 17:50:00+00:00,40,15,6,1,0,0,0,0,0,31,1
2023-01-04 18:00:00+00:00,50,20,6,0,0,0,0,0,0,32,0
2023-01-04 18:10:00+00:00,51,19,6,0,0,0,0,0,0,30,0
2023-01-04 18:20:00+00:00,41,19,8,3,0,0,0,0,0,27,0
2023-01-04 18:30:00+00:00,54,10,8,2,0,0,0,0,0,25,0
2023-01-04 18:40:00+00:00,44,13,12,2,0,0,1,0,0,24,0
2023-01-04 18:50:00+00:00,29,13,7,0,0,0,0,0,0,24,0
2023-01-04 19:00:00+00:00,39,12,7,1,0,0,1,0,0,18,0
2023-01-04 19:10:00+00:00,25,15,8,0,0,0,0,0,1,20,0
2023-01-04 19:20:00+00:00,46,11,4,3,0,1,0,0,0,17,0
2023-01-04 19:30:00+00:00,37,14,3,0,0,0,0,0,0,17,0
2023-01-04 19:40:00+00:00,36,7,4,0,0,0,0,0,0,15,0
2023-01-04 19:50:00+00:00,23,11,2,1,0,0,0,0,0,15,0
2023-01-04 20:00:00+00:00,12,8,3,1,0,0,0,0,0,12,2
2023-01-04 20:10:00+00:00,21,7,0,1,0,0,0,0,0,19,1
2023-01-04 20:20:00+00:00,28,7,1,2,0,0,0,0,0,18,1
2023-01-04 20:30:00+00:00,29,9,3,0,0,0,0,0,1,17,0
2023-01-04 20:40:00+00:00,30,6,3,1,0,0,0,0,0,15,0
2023-01-04 20:50:00+00:00,17,7,2,0,0,0,0,1,1,20,1
2023-01-04 21:00:00+00:00,24,5,4,0,0,0,0,0,0,18,0
2023-01-04 21:10:00+00:00,13,7,2,2,0,0,0,0,0,20,0
2023-01-04 21:20:00+00:00,21,4,5,1,0,0,0,0,0,17,0
2023-01-04 21:30:00+00:00,22,5,3,1,0,0,0,0,0,18,0
2023-01-04 21:40:00+00:00,23,3,3,0,0,0,0,0,0,13,0
2023-01-04 21:50:00+00:00,23,4,4,1,0,1,0,0,0,12,3
2023-01-04 22:00:00+00:00,16,6,2,0,0,0,0,0,0,11,0
2023-01-04 22:10:00+00:00,12,3,2,0,0,0,0,0,0,12,0
2023-01-04 22:20:00+00:00,9,2,1,1,0,0,0,0,0,8,0
2023-01-04 22:30:00+00:00,7,1,0,1,0,1,0,0,0,12,2
2023-01-04 22:40:00+00:00,14,2,4,0,0,0,0,0,0,5,0
2023-01-04 22:50:00+00:00,8,2,1,0,0,1,0,0,0,10,2
2023-01-04 23:00:00+00:00,9,1,3,0,0,0,0,0,0,7,0
2023-01-04 23:10:00+00:00,4,2,2,0,0,0,0,0,1,7,1
2023-01-04 23:20:00+00:00,7,3,1,1,0,0,0,0,0,5,0
2023-01-04 23:30:00+00:00,12,0,1,0,0,0,0,0,0,6,0
2023-01-04 23:40:00+00:00,6,1,1,1,0,0,0,0,0,3,0
2023-01-04 23:50:00+00:00,5,2,0,2,0,0,0,0,0,2,0
2023-01-05 00:00:00+00:00,5,3,0,0,0,0,0,0,0,5,0
2023-01-05 00:10:00+00:00,4,2,2,0,0,0,0,0,0,5,2
2023-01-05 00:20:00+00:00,3,0,0,0,0,1,0,0,0,3,1
2023-01-05 00:30:00+00:00,3,0,0,0,0,0,0,0,0,3,0
2023-01-05 00:40:00+00:00,2,2,0,1,0,0,0,0,0,1,0
2023-01-05 00:50:00+00:00,4,3,0,1,0,0,0,0,0,4,0
2023-01-05 01:00:00+00:00,4,1,0,0,0,0,0,0,0,1,0
2023-01-05 01:10:00+00:00,3,1,0,0,0,0,0,0,0,2,0
2023-01-05 01:20:00+00:00,1,1,1,0,0,0,0,0,0,3,0
2023-01-05 01:30:00+00:00,4,2,0,0,0,0,0,0,1,2,0
2023-01-05 01:40:00+00:00,4,1,1,1,0,0,0,0,0,4,0
2023-01-05 01:50:00+00:00,2,0,1,0,0,1,0,0,0,6,1
2023-01-05 02:00:00+00:00,3,0,0,1,0,0,0,0,0,2,1
2023-01-05 02:10:00+00:00,1,4,0,0,0,0,0,0,0,1,0
2023-01-05 02:20:00+00:00,1,2,0,0,0,0,0,0,0,2,0
2023-01-05 02:30:00+00:00,4,3,0,0,0,0,0,0,0,3,0
2023-01-05 02:40:00+00:00,3,0,0,1,0,0,0,0,0,4,0
2023-01-05 02:50:00+00:00,1,2,0,1,0,0,0,0,0,1,0
2023-01-05 03:00:00+00:00,4,2,0,0,0,0,0,0,0,5,2
2023-01-05 03:10:00+00:00,2,1,1,0,0,0,0,0,0,4,0
2023-01-05 03:20:00+00:00,3,3,0,0,0,1,0,0,1,2,0
2023-01-05 03:30:00+00:00,5,2,1,0,0,2,0,0,0,2,0
2023-01-05 03:40:00+00:00,4,2,1,0,0,0,0,0,0,3,0
2023-01-05 03:50:00+00:00,8,1,0,0,0,0,0,0,0,5,0
2023-01-05 04:00:00+00:00,7,1,2,1,0,0,0,0,0,5,0
2023-01-05 04:10:00+00:00,10,1,0,0,0,0,0,0,0,6,0
2023-01-05 04:20:00+00:00,8,5,2,0,0,0,0,0,1,9,0
2023-01-05 04:30:00+00:00,13,5,3,0,0,0,0,0,0,11,0
2023-01-05 04:40:00+00:00,11,13,0,0,0,0,0,0,2,22,0
2023-01-05 04:50:00+00:00,21,9,3,3,0,0,0,0,0,16,0
2023-01-05 05:00:00+00:00,16,8,2,1,0,0,0,0,0,21,0
2023-01-05 05:10:00+00:00,17,5,2,1,0,0,0,0,1,21,1
2023-01-05 05:20:00+00:00,18,8,3,3,0,0,0,0,3,17,0
2023-01-05 05:30:00+00:00,26,9,2,1,0,0,0,0,0,19,0
2023-01-05 05:40:00+00:00,29,9,3,1,0,0,0,0,1,27,0
2023-01-05 05:50:00+00:00,20,12,7,4,0,0,0,0,0,19,0
2023-01-05 06:00:00+00:00,24,19,1,5,0,0,0,0,0,21,0
2023-01-05 06:10:00+00:00,36,15,8,4,0,0,0,1,0,30,0
2023-01-05 06:20:00+00:00,33,24,6,3,0,0,0,0,0,28,0
2023-01-05 06:30:00+00:00,54,18,3,2,0,0,0,0,1,33,0
2023-01-05 06:40:00+00:00,55,22,13,3,0,0,0,0,1,29,0
2023-01-05 06:50:00+00:00,57,25,6,2,0,0,1,0,1,36,0
2023-01-05 07:00:00+00:00,62,31,8,2,0,0,0,1,5,40,1
2023-01-05 07:10:00+00:00,73,16,12,3,0,0,0,0,0,46,1
2023-01-05 07:20:00+00:00,49,17,6,2,0,0,0,0,0,36,1
2023-01-05 07:30:00+00:00,60,37,8,2,1,0,0,0,2,28,0
2023-01-05 07:40:00+00:00,46,24,4,1,0,0,0,0,0,31,0
2023-01-05 07:50:00+00:00,49,24,8,2,0,0,0,0,0,24,0
2023-01-05 08:00:00+00:00,80,20,9,8,0,2,0,2,0,32,0
2023-01-05 08:10:00+00:00,60,25,9,5,0,0,0,1,1,24,0
2023-01-05 08:20:00+00:00,64,32,10,3,0,1,0,0,0,31,0
2023-01-05 08:30:00+00:00,63,23,8,3,0,0,0,0,0,25,0
2023-01-05 08:40:00+00:00,49,22,8,2,0,0,0,0,0,27,0
2023-01-05 08:50:00+00:00,51,24,6,9,0,0,0,0,2,37,0
2023-01-05 09:00:00+00:00,67,28,5,2,0,2,0,0,1,28,0
2023-01-05 09:10:00+00:00,72,23,13,3,0,0,0,0,1,35,1
2023-01-05 09:20:00+00:00,66,28,9,3,0,0,0,1,3,31,0
2023-01-05 09:30:00+00:00,65,28,12,0,0,0,0,0,0,23,0
2023-01-05 09:40:00+00:00,72,37,7,5,0,0,0,1,0,42,0
2023-01-05 09:50:00+00:00,67,25,5,1,0,0,0,0,0,33,0
2023-01-05 10:00:00+00:00,52,27,13,5,0,1,0,0,1,33,1
2023-01-05 10:10:00+00:00,57,33,12,5,1,1,0,0,0,25,0
2023-01-05 10:20:00+00:00,74,24,8,4,0,0,0,0,0,24,0
2023-01-05 10:30:00+00:00,78,23,5,7,0,0,0,0,0,30,0
2023-01-05 10:40:00+00:00,61,28,8,5,0,2,0,1,0,42,2
2023-01-05 10:50:00+00:00,54,31,4,3,0,0,0,0,1,33,2
2023-01-05 11:00:00+00:00,47,36,8,4,0,0,0,1,0,40,0
2023-01-05 11:10:00+00:00,53,25,9,3,0,0,0,2,2,19,1
2023-01-05 11:20:00+00:00,52,23,10,2,0,0,0,0,0,17,2
2023-01-05 11:30:00+00:00,68,24,7,6,0,0,0,0,0,26,1
2023-01-05 11:40:00+00:00,61,28,11,4,0,0,0,0,0,42,0
2023-01-05 11:50:00+00:00,74,23,9,5,0,0,0,2,0,26,0
2023-01-05 12:00:00+00:00,61,24,4,5,0,0,0,1,0,29,2
2023-01-05 12:10:00+00:00,61,21,6,4,0,0,1,2,1,39,0
2023-01-05 12:20:00+00:00,70,23,6,3,1,0,0,2,2,35,0
2023-01-05 12:30:00+00:00,68,29,10,1,0,0,0,0,0,39,0
2023-01-05 12:40:00+00:00,58,27,5,5,0,0,0,0,0,34,0
2023-01-05 12:50:00+00:00,79,24,12,4,0,0,0,0,0,39,0
2023-01-05 13:00:00+00:00,62,33,12,7,0,0,0,0,2,24,1
2023-01-05 13:10:00+00:00,75,24,8,3,0,0,0,1,3,29,0
2023-01-05 13:20:00+00:00,78,37,13,1,0,0,0,0,0,35,0
2023-01-05 13:30:00+00:00,68,21,5,2,1,1,0,0,2,46,0
2023-01-05 13:40:00+00:00,90,28,11,3,0,0,0,0,0,50,1
2023-01-05 13:50:00+00:00,67,32,9,2,0,0,0,1,1,55,1
2023-01-05 14:00:00+00:00,74,23,9,1,0,0,0,0,2,44,0
2023-01-05 14:10:00+00:00,67,27,8,3,0,0,0,1,1,42,1
2023-01-05 14:20:00+00:00,85,35,7,1,0,0,0,0,1,57,0
2023-01-05 14:30:00+00:00,74,30,11,3,0,0,1,0,0,43,1
2023-01-05 14:40:00+00:00,79,33,11,2,0,0,0,0,4,40,0
2023-01-05 14:50:00+00:00,72,29,6,1,0,0,0,1,3,36,1
2023-01-05 15:00:00+00:00,79,20,13,2,0,2,0,0,0,46,3
2023-01-05 15:10:00+00:00,52,22,8,4,0,1,0,0,1,27,1
2023-01-05 15:20:00+00:00,62,25,9,1,0,0,0,0,3,36,0
2023-01-05 15:30:00+00:00,82,34,10,2,0,0,0,1,0,41,3
2023-01-05 15:40:00+00:00,53,30,10,0,0,0,1,0,1,33,1
2023-01-05 15:50:00+00:00,80,36,9,4,0,0,0,0,2,45,0
2023-01-05 16:00:00+00:00,70,23,14,1,0,0,0,2,1,34,1
2023-01-05 16:10:00+00:00,73,28,9,3,0,0,0,1,0,46,0
2023-01-05 16:20:00+00:00,82,27,5,3,0,0,0,0,2,31,2
2023-01-05 16:30:00+00:00,63,27,11,1,0,0,0,0,1,26,0
2023-01-05 16:40:00+00:00,52,27,7,8,0,0,0,0,3,38,2
2023-01-05 16:50:00+00:00,70,22,12,0,0,0,0,0,0,36,0
2023-01-05 17:00:00+00:00,62,32,10,3,0,0,0,0,0,30,0
2023-01-05 17:10:00+00:00,50,33,6,1,0,0,0,0,1,32,0
2023-01-05 17:20:00+00:00,70,20,6,1,0,0,0,0,0,37,0
2023-01-05 17:30:00+00:00,70,24,17,2,0,0,0,0,4,24,0
2023-01-05 17:40:00+00:00,51,24,6,3,0,0,0,0,3,33,0
2023-01-05 17:50:00+00:00,73,18,8,2,0,0,0,0,0,30,0
2023-01-05 18:00:00+00:00,50,21,8,0,0,0,0,1,1,28,1
2023-01-05 18:10:00+00:00,61,19,5,2,0,0,0,0,1,29,0
2023-01-05 18:20:00+00:00,46,23,4,1,0,0,0,0,1,23,0
2023-01-05 18:30:00+00:00,60,20,6,2,0,0,0,0,0,29,0
2023-01-05 18:40:00+00:00,47,15,8,1,0,0,0,0,0,24,0
2023-01-05 18:50:00+00:00,38,14,8,0,0,0,0,1,1,21,0
2023-01-05 19:00:00+00:00,40,15,7,0,0,0,0,0,1,22,0
2023-01-05 19:10:00+00:00,26,17,4,0,0,0,0,0,2,28,0
2023-01-05 19:20:00+00:00,32,14,2,2,0,0,0,0,0,12,0
2023-01-05 19:30:00+00:00,41,19,5,1,0,0,0,1,1,22,0
2023-01-05 19:40:00+00:00,34,8,3,0,0,0,0,0,0,21,1
2023-01-05 19:50:00+00:00,32,15,5,1,0,0,0,0,0,16,0
2023-01-05 20:00:00+00:00,23,10,7,1,0,1,0,0,0,12,2
2023-01-05 20:10:00+00:00,28,11,3,3,0,0,0,0,0,14,0
2023-01-05 20:20:00+00:00,28,11,3,0,0,0,0,0,0,20,0
2023-01-05 20:30:00+00:00,32,7,5,0,0,0,0,0,1,16,0
2023-01-05 20:40:00+00:00,27,12,8,1,0,0,0,0,1,19,0
2023-01-05 20:50:00+00:00,12,14,3,0,0,0,0,0,1,13,0
2023-01-05 21:00:00+00:00,27,6,4,0,0,1,0,0,1,19,0
2023-01-05 21:10:00+00:00,17,6,3,0,0,0,0,2,1,15,0
2023-01-05 21:20:00+00:00,30,10,3,0,0,0,0,0,0,19,0
2023-01-05 21:30:00+00:00,29,14,5,1,0,0,0,0,0,15,0
2023-01-05 21:40:00+00:00,29,9,6,0,0,0,0,0,0,14,0
